as_of_date,ticker,roe,roic,debt_to_equity,ev_ebitda,pb_ratio,mktcap_to_assets,source,buffett_pass,trifecta_pass,quality_score,value_score,composite_score,decision
2024-06-30,CF,0.25609434159508865,0.13752019072511404,0.5300180478322583,8.586931474153753,2.5083117904628405,1.2710095727667174,fundamentals_history_backfill,False,False,0.7287,0.5656,0.6553,SATELLITE
2024-06-30,CL,0.34292951463951693,0.18523374246488264,0.968647491283212,16.914427497767242,73.1383486628681,5.653945646991717,fundamentals_history_backfill,True,False,0.8141,0.1655,0.5222,INCLUDE_QUALITY
2024-06-30,COST,0.3279729062594984,0.15479788779027692,0.38360823266971084,27.744757694853078,15.2644489678474,5.19655906134734,fundamentals_history_backfill,True,False,0.8265,0.0,0.4545,INCLUDE_QUALITY
2024-06-30,CPB,0.20386655551713342,0.07722027317057667,1.5618492483480975,9.490707773518212,2.374482492712616,0.9389614759779263,fundamentals_history_backfill,False,False,0.5454,0.6933,0.6119,SATELLITE
2024-06-30,CRWD,0.046001151085322475,0.03666691957561193,0.3265123011696607,41.4827833793046,6.2130301005038895,10.530513353033562,fundamentals_history_backfill,False,False,0.3011,0.0,0.1656,AVOID
2024-06-30,CSCO,0.26554675152123486,0.1862606314723193,0.2909722542904776,10.76557900879212,4.414257452169121,2.240861900574221,fundamentals_history_backfill,True,False,0.8564,0.3477,0.6275,INCLUDE_QUALITY
2024-06-30,CTVA,0.08452383770175394,0.06318079665785033,0.4123212140049953,13.902454528421188,2.209331142015122,1.3373191126130637,fundamentals_history_backfill,False,False,0.4257,0.4602,0.4412,WATCH
2024-06-30,CVX,0.12864636549586755,0.1102884824173111,0.18053503760990197,6.292205506667731,1.8571224369105106,0.9106169758330495,fundamentals_history_backfill,False,False,0.5817,0.7881,0.6746,SATELLITE
2024-06-30,D,,,,11.157762558761558,1.3771803008853762,0.4161982914995561,fundamentals_history_backfill,False,False,0.0,0.9361,0.4212,WATCH
2024-06-30,DD,0.061852063452271205,0.04694777116122093,0.45550354112066327,8.604331210420646,1.869140650088392,0.8357237710921811,fundamentals_history_backfill,False,False,0.3631,0.8165,0.5671,SATELLITE
2024-06-30,DE,0.3057153568152896,0.1677113885766421,1.8530433522288947,13.025732693749479,5.325505475986484,1.069561753691522,fundamentals_history_backfill,False,False,0.6932,0.3529,0.54,SATELLITE
2024-06-30,DG,0.2118920667392551,0.10434523414644158,0.9467592234169044,11.766857324594408,4.069980350953284,1.1308731723750938,fundamentals_history_backfill,False,False,0.6201,0.3657,0.5056,SATELLITE
2024-06-30,DOW,0.0962278015404004,0.07147681634439652,0.7029381407079496,8.09764000774558,1.4697627146151737,0.745518811678915,fundamentals_history_backfill,False,False,0.4213,0.9018,0.6375,SATELLITE
2024-06-30,DUK,0.08250778042191048,0.04034887867628204,1.6933124394014274,10.72677410094757,1.3520847308006163,0.44555858678981236,fundamentals_history_backfill,False,False,0.3227,0.9488,0.6045,SATELLITE
2024-06-30,DVN,0.1841667718601824,0.11658529617051806,0.5134336502773209,3.87955317333405,1.062190460974226,0.932527339267751,fundamentals_history_backfill,False,False,0.6098,0.827,0.7076,SATELLITE
2024-06-30,ENPH,0.10002394632959966,0.08217734385195737,0.5268031696880876,19.8267289670358,3.090922224830015,4.461537533179598,fundamentals_history_backfill,False,False,0.4133,0.1671,0.3025,AVOID
2024-06-30,FANG,0.16107034979085513,0.11466055719504839,0.3590450893555194,5.102085366742349,1.5522327072331086,0.9972450087085912,fundamentals_history_backfill,False,False,0.5945,0.7941,0.6843,SATELLITE
2024-06-30,FMC,0.04972344826109545,0.044331474846622074,1.2088441592096744,8.36054362531177,0.5289342473968792,0.11850575712439357,fundamentals_history_backfill,False,True,0.2624,1.0,0.5943,INCLUDE_VALUE
2024-06-30,GIS,0.2422426200905803,0.1251651306233112,1.1924319626258626,11.225665051864922,3.935681932853091,1.009562881476553,fundamentals_history_backfill,False,False,0.6813,0.4302,0.5683,SATELLITE
2024-06-30,GOOGL,0.25748772903412526,0.23112287411420057,0.08876584721527402,19.253600077564407,7.691014298416228,5.591709804269692,fundamentals_history_backfill,True,False,0.9413,0.0962,0.561,INCLUDE_QUALITY
2024-06-30,HMC,0.06467673404863698,0.05622448427949999,0.4325412739506359,6.368243664147032,0.5913971219784118,0.23694365046950283,fundamentals_history_backfill,False,True,0.4016,1.0,0.6709,INCLUDE_VALUE
2024-06-30,HON,0.3001110651483963,0.18085039292958707,0.7379104307423097,17.796891381845192,7.3851936079829645,2.0777422461267387,fundamentals_history_backfill,True,False,0.839,0.1394,0.5241,INCLUDE_QUALITY
2024-06-30,HPQ,0.19004468087528453,0.17472357804628894,0.7855723872494017,6.57901672522444,1.279460537564298,0.6190575984007436,fundamentals_history_backfill,True,False,0.7073,0.9524,0.8176,INCLUDE_QUALITY
2024-06-30,IBM,0.2702543163563966,0.10124343462134773,2.0562810253438726,14.354473573074106,6.1247898225577195,1.2978199303420126,fundamentals_history_backfill,False,False,0.6087,0.2413,0.4434,WATCH
2024-06-30,ICL,0.11182524298381663,0.08425974551240595,0.7607760722489708,6.827143088894009,1.450844144882574,1.9443923799973164,fundamentals_history_backfill,False,False,0.4481,0.7,0.5614,SATELLITE
2024-06-30,INTC,0.02159312221743988,0.010847378991117056,0.5410334737154096,12.330820708560342,1.1872953219547617,0.721239681924449,fundamentals_history_backfill,False,False,0.2248,0.8128,0.4894,WATCH
2024-06-30,IPI,0.05002535624944907,0.04831255592510667,0.30535391382300664,8.959116100037262,1.2557546011516603,0.8246031409717379,fundamentals_history_backfill,False,False,0.3328,0.8702,0.5746,SATELLITE
2024-06-30,JNJ,0.21610096436313792,0.1577698162885137,0.44950871549536936,13.764027183913264,5.194972785272081,1.8298311277472743,fundamentals_history_backfill,True,False,0.7649,0.2588,0.5372,INCLUDE_QUALITY
2024-06-30,JPM,0.14778165163745688,0.11346307637372216,1.3173639685127068,10.425847348442678,1.749292768729695,0.15438532877236893,fundamentals_history_backfill,False,False,0.5328,0.9245,0.7091,SATELLITE
2024-06-30,KHC,0.05043331021894005,0.04481411068770096,0.4407125841022872,9.283488109549243,0.8479637695825755,0.3697596471861467,fundamentals_history_backfill,False,False,0.3496,0.9916,0.6385,SATELLITE
2024-06-30,KMB,0.6033508288205904,0.15585546618513152,1.7292859761328379,13.908621697952665,34.04144537174113,2.2858110867365538,fundamentals_history_backfill,False,False,0.7068,0.2546,0.5033,SATELLITE
2024-06-30,KO,0.3521792540782838,0.14758674414577402,1.5246521798659496,21.678677794306157,10.452158185380636,2.6339348529887774,fundamentals_history_backfill,False,False,0.7161,0.0243,0.4048,WATCH
2024-06-30,LLY,0.5657023266025785,0.33511926938926945,1.3573484334812578,31.145278786842333,43.59668470863924,11.108134452702007,fundamentals_history_backfill,False,False,0.8593,0.0,0.4726,WATCH
2024-06-30,LMT,0.5478563903150748,0.18650831567531406,1.3537424327491647,12.51444015613169,16.099083050827215,2.369793027879456,fundamentals_history_backfill,False,False,0.7881,0.2959,0.5666,SATELLITE
2024-06-30,LRCX,0.4855465852216704,0.3277801861925072,0.5574520702625316,19.491349522194458,6.796289006096603,3.2572385282294407,fundamentals_history_backfill,True,False,0.9246,0.0891,0.5487,INCLUDE_QUALITY
2024-06-30,LXU,0.16337510933492852,0.10306701690545977,0.791607198066986,7.038853435674357,1.5160059750215904,0.6147788552114771,fundamentals_history_backfill,False,False,0.5504,0.952,0.7311,SATELLITE
2024-06-30,MCD,1.2438504228055114,0.17046826644864022,3.883822769099177,17.32406063010808,15.5843669769427,3.821816203624185,fundamentals_history_backfill,False,False,0.7107,0.1534,0.4599,WATCH
2024-06-30,MCHP,0.17796294951167413,0.13413133983830527,1.214384871742779,17.778693449718695,4.660101654550283,2.009383226129874,fundamentals_history_backfill,False,False,0.6094,0.1399,0.3981,WATCH
2024-06-30,MKC,0.22414389128225476,0.13546671502559635,0.811989049497127,16.155260342142,4.339296340728293,1.4858794431410585,fundamentals_history_backfill,False,False,0.7335,0.188,0.488,WATCH
2024-06-30,MMM,0.2395456260766064,0.09537845431852256,1.275345027514381,11.735510948756616,3.578614332461363,1.4905246722170098,fundamentals_history_backfill,False,False,0.6251,0.3418,0.4976,WATCH
2024-06-30,MO,0.9164324397700012,0.3003494807506784,1.7252213533538003,8.57469094994629,22.073115996325992,2.6359136371384615,fundamentals_history_backfill,False,False,0.8452,0.4,0.6448,SATELLITE
2024-06-30,MOS,0.07641873736928327,0.06223238500560147,0.3500493327041778,6.911219183278842,0.6951783634980212,0.3319056326459396,fundamentals_history_backfill,False,True,0.401,1.0,0.6706,INCLUDE_VALUE
2024-06-30,MPC,0.2249029360954078,0.1401566344848913,0.5134633250642174,5.067911455274668,1.7906538829308964,0.7076928553241978,fundamentals_history_backfill,False,False,0.6923,0.8782,0.7759,SATELLITE
2024-06-30,MRK,0.30394537687145523,0.17437731912773552,0.8034782007255384,12.563768800130681,5.926054837153356,2.7033551276282943,fundamentals_history_backfill,True,False,0.8267,0.2944,0.5872,INCLUDE_QUALITY
2024-06-30,MSFT,0.3316838996781017,0.2070542194052269,0.2960960179069222,24.811474891494885,11.158213652959114,5.500043063625405,fundamentals_history_backfill,True,False,0.897,0.0,0.4933,INCLUDE_QUALITY
2024-06-30,MTSI,0.12297235278632801,0.10471637508828482,0.3631723357060619,22.37243312971929,5.346387455366861,2.6772787919135905,fundamentals_history_backfill,False,False,0.5383,0.0038,0.2978,AVOID
2024-06-30,MU,0.13578308795760755,0.1011975221721885,0.2997043369696965,6.617291116545294,1.7959705262596486,0.9682307719090776,fundamentals_history_backfill,False,False,0.5262,0.7732,0.6374,SATELLITE
2024-06-30,NEE,0.12194213944157946,0.06405304891432953,1.4012797182227938,14.620610481482984,2.9885676949833737,0.9679491943905925,fundamentals_history_backfill,False,False,0.4415,0.4478,0.4444,WATCH
2024-06-30,NKE,0.2596111254812207,0.17517765556820483,0.6078121471250403,19.4420398844025,8.507742230527953,2.7686590876871495,fundamentals_history_backfill,True,False,0.8265,0.0906,0.4953,INCLUDE_QUALITY
2024-06-30,NTR,0.05885145282730562,0.044019756679091186,0.6654653870310676,5.72128269729501,0.9677796958684011,0.8407813958821772,fundamentals_history_backfill,False,False,0.3219,0.8637,0.5657,SATELLITE
2024-06-30,NUE,0.1642561364464217,0.14323586667228952,0.3298787370875147,5.600142373057914,1.3818889135858718,0.9553816890003828,fundamentals_history_backfill,False,False,0.6217,0.8178,0.71,SATELLITE
2024-06-30,NVDA,0.8487286529847164,0.6103038034990219,0.1922555178948372,39.5272483157961,25.816072353762532,18.188679047318523,fundamentals_history_backfill,True,False,0.9256,0.0,0.5091,INCLUDE_QUALITY
2024-06-30,O,0.048685899107508424,0.03980376209334769,1.0989217429724207,17.078773926491934,1.465257387102623,0.7812537670984059,fundamentals_history_backfill,False,False,0.3405,0.6481,0.4789,WATCH
2024-06-30,ORCL,0.44850309674903877,0.1642062876702532,2.867382705664263,20.546488881504814,24.263502086423937,3.5776637357093417,fundamentals_history_backfill,False,False,0.6886,0.0579,0.4048,WATCH
2024-06-30,PEP,0.5155081256504805,0.13813040718278408,1.7045473110017015,16.407845836796213,11.499529998108207,2.2118450165521955,fundamentals_history_backfill,False,False,0.7108,0.1805,0.4721,WATCH
2024-06-30,PFE,0.13540084187056453,0.0963384045523454,0.6051782613284656,7.847079885274426,1.439789156594414,0.6227519493706475,fundamentals_history_backfill,False,False,0.5271,0.9509,0.7178,SATELLITE
2024-06-30,PG,0.1749462856960611,0.1469148123949142,0.5457681267753733,16.671043523670814,6.602016786058004,3.6299065053472854,fundamentals_history_backfill,False,False,0.6725,0.1727,0.4476,WATCH
2024-06-30,PLD,0.08280955621592512,0.05331195270718824,0.585764594230334,19.92618562331784,2.6979167869189706,1.2984825694747506,fundamentals_history_backfill,False,False,0.4099,0.2165,0.3229,AVOID
2024-06-30,PLTR,0.07977209128838342,0.044541033391193745,0.01,43.981935303068745,4.011075799739282,7.9320435644015514,fundamentals_history_backfill,False,False,0.3797,0.0,0.2088,AVOID
2024-06-30,PM,0.7561544382170577,0.2086098469920628,2.213983697190839,12.232796919620373,6.87463906254692,2.808114530364666,fundamentals_history_backfill,False,False,0.7625,0.3042,0.5562,SATELLITE
2024-06-30,PSX,0.18188723269506446,0.11321617535925695,0.6271541471747014,5.8263203821995155,1.72403172739531,0.7206149890259275,fundamentals_history_backfill,False,False,0.5939,0.8819,0.7235,SATELLITE
2024-06-30,PYPL,0.1620796062585445,0.11146754579298318,0.39773822778713375,12.864177181459164,1.877514355611246,0.6354918082704455,fundamentals_history_backfill,False,False,0.5935,0.781,0.6779,SATELLITE
2024-06-30,QQQ,,,,,,,fundamentals_history_backfill,False,False,0.0,0.0,0.0,AVOID
2024-06-30,REGN,0.1496454718784048,0.1553351903710149,0.08255831948408421,16.425161271265345,4.334570327932697,3.556777013510663,fundamentals_history_backfill,False,False,0.6757,0.18,0.4527,WATCH
2024-06-30,RKLB,-0.14841325612162592,-0.09004635296911305,0.2923414416717385,,7.6301477708303,3.060692355592775,fundamentals_history_backfill,False,False,0.165,0.0,0.0907,AVOID
2024-06-30,RTX,0.11141062061802406,0.08411729148600988,0.6779021131198629,14.463781135766265,2.5675149097597867,0.9478192317915632,fundamentals_history_backfill,False,False,0.4913,0.5166,0.5027,SATELLITE
2024-06-30,SATS,0.0,0.0,2.0096617485479067,9.15043914665257,0.7948973079131643,0.42861482651242916,fundamentals_history_backfill,False,False,0.0598,0.9955,0.4809,WATCH
2024-06-30,SBUX,0.35917803765318657,0.12730718320316103,2.3161095427996776,15.453116612689236,12.662865939905057,3.7135092037742647,fundamentals_history_backfill,False,False,0.642,0.2088,0.4471,WATCH
2024-06-30,SCHW,0.1314619772700903,0.09312635185139545,0.4784934969238791,12.609233807656201,2.5875024497239743,0.1475511769867338,fundamentals_history_backfill,False,False,0.5324,0.7481,0.6295,SATELLITE
2024-06-30,SEDG,-0.045819825161654795,-0.018366327742914686,0.8033390923940822,18.489420520117495,1.5743642358578973,2.050567659303086,fundamentals_history_backfill,False,False,0.1262,0.4089,0.2534,AVOID
2024-06-30,SHEL,0.1272083422918201,0.11456516926117442,0.370461691351882,5.2719568693588394,1.0874873095108977,0.6164940510641758,fundamentals_history_backfill,False,False,0.5726,0.9534,0.744,SATELLITE
2024-06-30,SMCI,0.3061974917597447,0.24753903718139028,0.19421167236089326,15.745306936060059,4.351984207416095,1.6511173430451929,fundamentals_history_backfill,True,False,0.8898,0.2001,0.5795,INCLUDE_QUALITY
2024-06-30,SMG,0.12319747557713524,0.07983447777309532,1.5376689853749064,10.927311251529975,3.7537259630431348,1.0394071494040367,fundamentals_history_backfill,False,False,0.3909,0.4271,0.4072,WATCH
2024-06-30,SO,0.1045970041477425,0.05580471539608426,1.543596490039073,12.452290841663931,2.281024140647306,0.6155592112618467,fundamentals_history_backfill,False,False,0.3936,0.7473,0.5528,SATELLITE
2024-06-30,SPCX,-0.05124581133721376,-0.029035217807689907,0.4078113404473073,,24.037517752269174,8.920177241546536,fundamentals_history_backfill,False,False,0.1467,0.0,0.0807,AVOID
2024-06-30,STLD,0.17021047754811983,0.15034931935892,0.3007420146727848,5.674210904749562,1.415111841633177,1.2374065617587144,fundamentals_history_backfill,True,False,0.6667,0.705,0.684,INCLUDE_QUALITY
2024-06-30,STM,0.13904546415937408,0.12217714604264768,0.3316563167457935,9.175501785889187,2.4526128275695975,0.9879001882602899,fundamentals_history_backfill,False,False,0.5909,0.6726,0.6277,SATELLITE
2024-06-30,SYF,0.17001351123015915,0.12797790583361254,1.071151184028393,5.111545713858896,1.0959003202101383,0.13790528460451745,fundamentals_history_backfill,False,True,0.5798,1.0,0.7689,INCLUDE_VALUE
2024-06-30,T,0.10438742336663841,0.060902273219933294,1.0609797830961554,7.106312299988969,1.2064317422052737,0.38702302011656703,fundamentals_history_backfill,False,True,0.4243,1.0,0.6834,INCLUDE_VALUE
2024-06-30,TDW,0.08704102404486586,0.06561748124581852,0.6480837790872723,7.055459499764033,1.1916984344668895,0.859573646486434,fundamentals_history_backfill,False,False,0.3909,0.8562,0.6003,SATELLITE
2024-06-30,TGT,0.2557823879737997,0.12606036696805,1.060113041293856,9.779886199018652,3.3211142024918643,1.4252448231361108,fundamentals_history_backfill,False,False,0.698,0.4341,0.5792,SATELLITE
2024-06-30,TRV,0.13576457939475886,0.11039382638228852,0.29144966469452577,8.315984120464382,1.8687734912041203,0.411527120711525,fundamentals_history_backfill,False,False,0.5866,0.9508,0.7505,SATELLITE
2024-06-30,TSLA,0.1486831898204378,0.10282176130421075,0.21226916594854794,54.739156357485896,8.527202004400756,9.416570450901071,fundamentals_history_backfill,False,False,0.5392,0.0,0.2966,AVOID
2024-06-30,TTMI,0.07587605043063665,0.05971079113727382,0.6399700970717477,9.842491441036872,1.788860710105797,0.8197475786591093,fundamentals_history_backfill,False,False,0.3839,0.8086,0.575,SATELLITE
2024-06-30,UAN,0.2176958939185168,0.11076392528312037,0.5139083380980383,6.297202136148188,2.5370651298830764,1.0964124550930172,fundamentals_history_backfill,False,False,0.6446,0.6232,0.6349,SATELLITE
2024-06-30,UNH,0.22968841837584916,0.1845145994032828,0.7469350878020853,13.812554255961762,5.682340150641439,1.3270980760663926,fundamentals_history_backfill,True,False,0.8311,0.2574,0.5729,INCLUDE_QUALITY
2024-06-30,VAL,0.12042443882980029,0.08853901930947206,0.6393840769462559,8.327181961310423,1.4399596110178372,0.928171055515193,fundamentals_history_backfill,False,False,0.4651,0.8287,0.6287,SATELLITE
2024-06-30,VLO,0.18795372932434207,0.11141427795765571,0.38955961583926274,5.762024085625788,1.4596872929951823,0.701992282711139,fundamentals_history_backfill,False,False,0.6345,0.9192,0.7626,SATELLITE
2024-06-30,VNQ,0.06084725962258774,0.040947180766998714,0.7761974667954376,,,1.1381880171331349,fundamentals_history_backfill,False,False,0.3497,0.0447,0.2125,AVOID
2024-06-30,VUG,,,,,,,fundamentals_history_backfill,False,False,0.0,0.0,0.0,AVOID
2024-06-30,VZ,0.1926585521096112,0.07728144814212422,1.8452271202372512,7.003976971849863,1.4757440701508573,0.4321444856035019,fundamentals_history_backfill,False,True,0.5219,1.0,0.737,INCLUDE_VALUE
2024-06-30,WM,0.2416928547964063,0.11412387072902584,1.4831050936300338,13.757215496609026,8.885782917332143,2.1035756101850493,fundamentals_history_backfill,False,False,0.6736,0.259,0.4871,WATCH
2024-06-30,XBI,,,,,,,fundamentals_history_backfill,False,False,0.0,0.0,0.0,AVOID
2024-06-30,XOM,0.17965767669754867,0.1217590505973303,0.22551061936559,6.406650009093048,2.2757865153253274,1.1738768123283456,fundamentals_history_backfill,False,False,0.6739,0.627,0.6528,SATELLITE
2024-09-30,ABBV,0.7862799929788727,0.17692834022975978,3.3553769921949668,11.21303622837999,34.46924456769002,2.391112041413882,fundamentals_history_backfill,False,False,0.7019,0.3344,0.5365,SATELLITE
2024-09-30,AEP,0.09479549103675527,0.047303150153101964,1.414519552270475,12.31581833005236,1.84284159425072,0.4804369012752431,fundamentals_history_backfill,False,False,0.3954,0.856,0.6027,SATELLITE
2024-09-30,AFL,0.16771848772386147,0.11641527420649073,0.4678765888842774,7.316457967461085,1.3797149105080537,0.1502080155498157,fundamentals_history_backfill,False,True,0.6212,1.0,0.7917,INCLUDE_VALUE
2024-09-30,ALL,0.11989786870446534,0.08009001000663878,0.34114646427172673,9.541609645608714,2.1751861300497826,0.49383459378726857,fundamentals_history_backfill,False,False,0.5271,0.8939,0.6922,SATELLITE
2024-09-30,AMAT,0.3274241090208288,0.2227951312481565,0.41250320083484465,16.11247057546333,7.001888656218906,2.887810449969929,fundamentals_history_backfill,True,False,0.891,0.1893,0.5752,INCLUDE_QUALITY
2024-09-30,AMD,0.12558576421734793,0.10381282373859185,0.15017616167867653,25.01301752603539,4.972080485695145,3.5290200475762608,fundamentals_history_backfill,False,False,0.5433,0.0,0.2988,AVOID
2024-09-30,ANDE,0.07850159656138936,0.05909575618913096,0.4830214916087241,6.633796052814812,1.3809164965841154,0.6495677838659766,fundamentals_history_backfill,False,False,0.3968,0.9402,0.6413,SATELLITE
2024-09-30,ARKK,,,,,,,fundamentals_history_backfill,False,False,0.0,0.0,0.0,AVOID
2024-09-30,ASIX,0.10785183799446492,0.06347696265981818,0.6964202585368867,6.016262362619574,0.7785109660022387,0.38573046515788123,fundamentals_history_backfill,False,True,0.4251,1.0,0.6838,INCLUDE_VALUE
2024-09-30,ASTS,-0.20370051236389386,-0.14640794510697933,0.5268845726038575,,4.932539298639819,2.1669989436352792,fundamentals_history_backfill,False,False,0.1388,0.0,0.0764,AVOID
2024-09-30,BA,0.0,0.021709539307590876,5.0392007656397535,20.59410188898835,1.2311125653427246,0.7775024169508292,fundamentals_history_backfill,False,False,0.0886,0.5455,0.2942,AVOID
2024-09-30,BAC,0.09122129860362366,0.08448462820390136,0.9806883705408633,10.070926768573822,1.2806611356186428,0.1007614030784167,fundamentals_history_backfill,False,False,0.4467,0.9683,0.6814,SATELLITE
2024-09-30,BAYRY,0.05045833774809552,0.04105581932370325,0.9559878861800546,7.697020783698924,0.8901597586491569,0.23633173155565718,fundamentals_history_backfill,False,True,0.2867,1.0,0.6077,INCLUDE_VALUE
2024-09-30,BKSY,-0.10703163222160715,-0.07041681171139497,0.35807050400750595,,2.276338836558691,1.45385398679785,fundamentals_history_backfill,False,False,0.1683,0.1965,0.181,AVOID
2024-09-30,BLK,0.21814805523718467,0.17430848431195,0.2234749000113447,18.28520754460765,3.5254079178506084,1.1077866414607476,fundamentals_history_backfill,True,False,0.8336,0.2117,0.5538,INCLUDE_QUALITY
2024-09-30,BMY,0.19759289279353331,0.1261877607550462,1.0225914663916595,7.904245251524989,5.0611738492076705,0.9818836332364689,fundamentals_history_backfill,False,False,0.6388,0.5072,0.5796,SATELLITE
2024-09-30,BX,,,,16.203862843640398,9.162605928628732,4.631085821477076,fundamentals_history_backfill,False,False,0.0,0.1866,0.0839,AVOID
2024-09-30,C,0.061267453882288596,0.05386919694337109,1.457746436342482,6.648048551123398,0.6593780747675533,0.053097978815461494,fundamentals_history_backfill,False,True,0.3017,1.0,0.6159,INCLUDE_VALUE
2024-09-30,CAG,0.09501967877867558,0.06399847256957424,0.8745397386038176,8.984144375633914,0.998792476514592,0.3187295494471244,fundamentals_history_backfill,False,True,0.4071,1.0,0.6739,INCLUDE_VALUE
2024-09-30,CAT,0.3845685606815066,0.19439044318763266,1.5116896095549337,12.879881165529108,7.968282343966987,1.866230861624674,fundamentals_history_backfill,False,False,0.76,0.285,0.5463,SATELLITE
2024-09-30,CB,0.1361729688270179,0.11229572523134115,0.3347842752296713,10.018684252891646,1.7102015007468174,0.5236110242387699,fundamentals_history_backfill,False,False,0.6025,0.9323,0.7509,SATELLITE
2024-09-30,CF,0.23687890126718064,0.1647155154677874,0.5631674201192652,9.26846753515507,3.0781990392862935,1.368062826156389,fundamentals_history_backfill,True,False,0.767,0.4816,0.6386,INCLUDE_QUALITY
2024-09-30,CL,0.3537834566523063,0.1864802976972744,1.178167736386187,15.07070067494275,82.33296024315393,4.765565825733155,fundamentals_history_backfill,False,False,0.8135,0.2201,0.5465,SATELLITE
2024-09-30,COST,0.27587446327805903,0.15654201434448517,0.45668291975256586,25.996975531565973,11.65085492747664,5.4537534361882924,fundamentals_history_backfill,True,False,0.8143,0.0,0.4479,INCLUDE_QUALITY
2024-09-30,CPB,0.1778888154981819,0.08617048204361215,1.3501128035186336,8.609828323890294,2.9749213100052865,0.9146615888671056,fundamentals_history_backfill,False,False,0.5224,0.6375,0.5742,SATELLITE
