index_name,sector,date,level,n_members
sp500,Communication Services,2023-11-16,109.59306682668415,3
sp500,Communication Services,2023-11-17,109.25736664294786,3
sp500,Communication Services,2023-11-20,110.47108528489593,3
sp500,Communication Services,2023-11-21,111.39285091223402,3
sp500,Communication Services,2023-11-22,111.85871496635498,3
sp500,Communication Services,2023-11-24,111.52622493255353,3
sp500,Communication Services,2023-11-27,111.39044890094556,3
sp500,Communication Services,2023-11-28,111.65606335217065,3
sp500,Communication Services,2023-11-29,111.62063618721993,3
sp500,Communication Services,2023-11-30,112.12055739144611,3
sp500,Communication Services,2023-12-01,112.6039240181359,3
sp500,Communication Services,2023-12-04,111.11734431045215,3
sp500,Communication Services,2023-12-05,113.22517809103263,3
sp500,Communication Services,2023-12-06,112.41060029713277,3
sp500,Communication Services,2023-12-07,114.87975463623292,3
sp500,Communication Services,2023-12-08,113.56000070974524,3
sp500,Communication Services,2023-12-11,111.83814669896022,3
sp500,Communication Services,2023-12-12,110.78558775184621,3
sp500,Communication Services,2023-12-13,110.58262825160821,3
sp500,Communication Services,2023-12-14,111.73253571372015,3
sp500,Communication Services,2023-12-15,111.1363115495418,3
sp500,Communication Services,2023-12-18,112.19316123826569,3
sp500,Communication Services,2023-12-19,112.66877196919813,3
sp500,Communication Services,2023-12-20,112.388517322568,3
sp500,Communication Services,2023-12-21,113.28794506870284,3
sp500,Communication Services,2023-12-22,113.77363370690423,3
sp500,Communication Services,2023-12-26,113.81738773358443,3
sp500,Communication Services,2023-12-27,113.35990580616404,3
sp500,Communication Services,2023-12-28,113.86916625920136,3
sp500,Communication Services,2023-12-29,114.02631486709511,3
sp500,Communication Services,2024-01-02,115.86700243852368,3
sp500,Communication Services,2024-01-03,116.31001079067758,3
sp500,Communication Services,2024-01-04,115.63183113400146,3
sp500,Communication Services,2024-01-05,116.97708694977827,3
sp500,Communication Services,2024-01-08,117.43873298111112,3
sp500,Communication Services,2024-01-09,116.16260352950067,3
sp500,Communication Services,2024-01-10,116.38489374700367,3
sp500,Communication Services,2024-01-11,113.68719361719681,3
sp500,Communication Services,2024-01-12,115.0828777004971,3
sp500,Communication Services,2024-01-16,115.67297870738831,3
sp500,Communication Services,2024-01-17,114.91443081731157,3
sp500,Communication Services,2024-01-18,115.50430148233315,3
sp500,Communication Services,2024-01-19,117.30196709811736,3
sp500,Communication Services,2024-01-22,117.75125577796504,3
sp500,Communication Services,2024-01-23,121.57265687443348,3
sp500,Communication Services,2024-01-24,119.9162363895328,3
sp500,Communication Services,2024-01-25,122.94456918999641,3
sp500,Communication Services,2024-01-26,123.39991673738105,3
sp500,Communication Services,2024-01-29,123.32196982455486,3
sp500,Communication Services,2024-01-30,123.85085585541692,3
sp500,Communication Services,2024-01-31,121.01460152988852,3
sp500,Communication Services,2024-02-01,122.25125287955838,3
sp500,Communication Services,2024-02-02,121.78381441425053,3
sp500,Communication Services,2024-02-05,121.20411625539668,3
sp500,Communication Services,2024-02-06,120.7753975134454,3
sp500,Communication Services,2024-02-07,119.87150862400975,3
sp500,Communication Services,2024-02-08,118.29304471704387,3
sp500,Communication Services,2024-02-09,118.9872601935324,3
sp500,Communication Services,2024-02-12,119.39935168551602,3
sp500,Communication Services,2024-02-13,118.5037580669257,3
sp500,Communication Services,2024-02-14,118.76454777702634,3
sp500,Communication Services,2024-02-15,118.75988564431515,3
sp500,Communication Services,2024-02-16,117.76052376301142,3
sp500,Communication Services,2024-02-20,117.79903549026356,3
sp500,Communication Services,2024-02-21,118.98764178593248,3
sp500,Communication Services,2024-02-22,118.10249803700614,3
sp500,Communication Services,2024-02-23,118.49764550091608,3
sp500,Communication Services,2024-02-26,115.3318458994305,3
sp500,Communication Services,2024-02-27,116.46304779213918,3
sp500,Communication Services,2024-02-28,116.22936488939342,3
sp500,Communication Services,2024-02-29,116.67443645265345,3
sp500,Communication Services,2024-03-01,116.59344724868872,3
sp500,Communication Services,2024-03-04,115.21374510266868,3
sp500,Communication Services,2024-03-05,115.90182756048699,3
sp500,Communication Services,2024-03-06,115.15236351479703,3
sp500,Communication Services,2024-03-07,115.34790599781522,3
sp500,Communication Services,2024-03-08,115.96142648047643,3
sp500,Communication Services,2024-03-11,117.50527513689588,3
sp500,Communication Services,2024-03-12,117.44760076300797,3
sp500,Communication Services,2024-03-13,117.91629598696348,3
sp500,Communication Services,2024-03-14,117.95703250024106,3
sp500,Communication Services,2024-03-15,117.2451131922642,3
sp500,Communication Services,2024-03-18,120.05295002113792,3
sp500,Communication Services,2024-03-19,119.61619762750706,3
sp500,Communication Services,2024-03-20,120.32243835191363,3
sp500,Communication Services,2024-03-21,120.31838846226768,3
sp500,Communication Services,2024-03-22,120.59086890554056,3
sp500,Communication Services,2024-03-25,121.23352549000977,3
sp500,Communication Services,2024-03-26,121.51694307696286,3
sp500,Communication Services,2024-03-27,123.12724985158081,3
sp500,Communication Services,2024-03-28,123.6754713757386,3
sp500,Communication Services,2024-04-01,125.00115830515108,3
sp500,Communication Services,2024-04-02,125.05579509534073,3
sp500,Communication Services,2024-04-03,125.660996758931,3
sp500,Communication Services,2024-04-04,123.99756691824393,3
sp500,Communication Services,2024-04-05,123.86430871762539,3
sp500,Communication Services,2024-04-08,123.71533005036699,3
sp500,Communication Services,2024-04-09,122.46513773009804,3
sp500,Communication Services,2024-04-10,121.61473625362842,3
sp500,Communication Services,2024-04-11,121.35240104691015,3
sp500,Communication Services,2024-04-12,120.21192158481352,3
sp500,Communication Services,2024-04-15,119.70427738669942,3
sp500,Communication Services,2024-04-16,118.87897262059495,3
sp500,Communication Services,2024-04-17,119.23743464401983,3
sp500,Communication Services,2024-04-18,120.2429632335138,3
sp500,Communication Services,2024-04-19,120.5510515194678,3
sp500,Communication Services,2024-04-22,118.75967509513907,3
sp500,Communication Services,2024-04-23,120.85049214156854,3
sp500,Communication Services,2024-04-24,121.61569915883817,3
sp500,Communication Services,2024-04-25,119.98649580290733,3
sp500,Communication Services,2024-04-26,124.95495974252886,3
sp500,Communication Services,2024-04-29,124.6517912557842,3
sp500,Communication Services,2024-04-30,122.86979952463213,3
sp500,Communication Services,2024-05-01,122.91351326094744,3
sp500,Communication Services,2024-05-02,123.07926863899785,3
sp500,Communication Services,2024-05-03,123.26295326173569,3
sp500,Communication Services,2024-05-06,124.28048517219598,3
sp500,Communication Services,2024-05-07,125.25515580382442,3
sp500,Communication Services,2024-05-08,125.05313400016165,3
sp500,Communication Services,2024-05-09,125.69372003449888,3
sp500,Communication Services,2024-05-10,125.98870825905912,3
sp500,Communication Services,2024-05-13,126.47638950500986,3
sp500,Communication Services,2024-05-14,126.82119808479094,3
sp500,Communication Services,2024-05-15,127.43304106897529,3
sp500,Communication Services,2024-05-16,127.5189315957341,3
sp500,Communication Services,2024-05-17,128.02277449085793,3
sp500,Communication Services,2024-05-20,128.58944572666567,3
sp500,Communication Services,2024-05-21,127.66894416081576,3
sp500,Communication Services,2024-05-22,128.06655968665996,3
sp500,Communication Services,2024-05-23,126.92221016614684,3
sp500,Communication Services,2024-05-24,127.67852574979051,3
sp500,Communication Services,2024-05-28,127.05513642493437,3
sp500,Communication Services,2024-05-29,126.28747894421653,3
sp500,Communication Services,2024-05-30,127.9341497136241,3
sp500,Communication Services,2024-05-31,130.34998845870786,3
sp500,Communication Services,2024-06-03,129.83845278683205,3
sp500,Communication Services,2024-06-04,131.42299988426993,3
sp500,Communication Services,2024-06-05,131.49062981116074,3
sp500,Communication Services,2024-06-06,131.75136562461412,3
sp500,Communication Services,2024-06-07,130.34041585135898,3
sp500,Communication Services,2024-06-10,129.33884162482985,3
sp500,Communication Services,2024-06-11,129.74612532823335,3
sp500,Communication Services,2024-06-12,128.73174976045874,3
sp500,Communication Services,2024-06-13,128.25397701820114,3
sp500,Communication Services,2024-06-14,128.46100725328535,3
sp500,Communication Services,2024-06-17,128.41615429074506,3
sp500,Communication Services,2024-06-18,129.49001367964317,3
sp500,Communication Services,2024-06-20,130.10409667663956,3
sp500,Communication Services,2024-06-21,131.61770456799027,3
sp500,Communication Services,2024-06-24,133.12761018627853,3
sp500,Communication Services,2024-06-25,134.31676639502365,3
sp500,Communication Services,2024-06-26,134.38256605057975,3
sp500,Communication Services,2024-06-27,134.51300165977202,3
sp500,Communication Services,2024-06-28,135.0468590231375,3
sp500,Communication Services,2024-07-01,135.49400015161223,3
sp500,Communication Services,2024-07-02,134.97608540349987,3
sp500,Communication Services,2024-07-03,134.8041640991894,3
sp500,Communication Services,2024-07-05,136.3404689010379,3
sp500,Communication Services,2024-07-08,136.34927460111348,3
sp500,Communication Services,2024-07-09,136.06138115053753,3
sp500,Communication Services,2024-07-10,136.20302797685878,3
sp500,Communication Services,2024-07-11,135.40464226439278,3
sp500,Communication Services,2024-07-12,135.3054425978254,3
sp500,Communication Services,2024-07-15,134.41304085184868,3
sp500,Communication Services,2024-07-16,135.1621615085009,3
sp500,Communication Services,2024-07-17,135.82313227026356,3
sp500,Communication Services,2024-07-18,135.00973386046934,3
sp500,Communication Services,2024-07-19,134.45026167312002,3
sp500,Communication Services,2024-07-22,131.40143702756026,3
sp500,Communication Services,2024-07-23,130.40345379910957,3
sp500,Communication Services,2024-07-24,131.35270282978524,3
sp500,Communication Services,2024-07-25,130.373377463034,3
sp500,Communication Services,2024-07-26,130.04529855810952,3
sp500,Communication Services,2024-07-29,130.38630187611682,3
sp500,Communication Services,2024-07-30,130.77596639341033,3
sp500,Communication Services,2024-07-31,132.2386495811535,3
sp500,Communication Services,2024-08-01,132.90097018939616,3
sp500,Communication Services,2024-08-02,131.73991901400274,3
sp500,Communication Services,2024-08-05,127.49054067633925,3
sp500,Communication Services,2024-08-06,128.35477709819367,3
sp500,Communication Services,2024-08-07,128.68549721222206,3
sp500,Communication Services,2024-08-08,130.10926484764306,3
sp500,Communication Services,2024-08-09,130.99561078888124,3
sp500,Communication Services,2024-08-12,130.2572799006939,3
sp500,Communication Services,2024-08-13,131.22652163614057,3
sp500,Communication Services,2024-08-14,130.59184815936976,3
sp500,Communication Services,2024-08-15,128.7314960957656,3
sp500,Communication Services,2024-08-16,130.34591877170672,3
sp500,Communication Services,2024-08-19,131.8111548117213,3
sp500,Communication Services,2024-08-20,132.06422678970782,3
sp500,Communication Services,2024-08-21,132.04248195273223,3
sp500,Communication Services,2024-08-22,131.2378663021667,3
sp500,Communication Services,2024-08-23,132.5811453627887,3
sp500,Communication Services,2024-08-26,133.09271501055767,3
sp500,Communication Services,2024-08-27,132.40781609972916,3
sp500,Communication Services,2024-08-28,132.34179156984982,3
sp500,Communication Services,2024-08-29,131.66321815340197,3
sp500,Communication Services,2024-08-30,132.97210223406836,3
sp500,Communication Services,2024-09-03,133.739427922835,3
sp500,Communication Services,2024-09-04,132.28139017920822,3
sp500,Communication Services,2024-09-05,132.49482311875838,3
sp500,Communication Services,2024-09-06,131.2330229344764,3
sp500,Communication Services,2024-09-09,133.37766946337638,3
sp500,Communication Services,2024-09-10,134.75420442292216,3
sp500,Communication Services,2024-09-11,135.12600473349167,3
sp500,Communication Services,2024-09-12,136.53354036613757,3
sp500,Communication Services,2024-09-13,138.0453557406326,3
sp500,Communication Services,2024-09-16,140.15065785698607,3
sp500,Communication Services,2024-09-17,138.5400759756467,3
sp500,Communication Services,2024-09-18,138.36655688352877,3
sp500,Communication Services,2024-09-19,138.31674642070823,3
sp500,Communication Services,2024-09-20,139.52681800396002,3
sp500,Communication Services,2024-09-23,138.85072924970288,3
sp500,Communication Services,2024-09-24,139.61021370383145,3
sp500,Communication Services,2024-09-25,139.20152787988067,3
sp500,Communication Services,2024-09-26,139.82441290648697,3
sp500,Communication Services,2024-09-27,140.99406936497058,3
sp500,Communication Services,2024-09-30,141.77427068749552,3
sp500,Communication Services,2024-10-01,142.69404259259792,3
sp500,Communication Services,2024-10-02,142.33280671793767,3
sp500,Communication Services,2024-10-03,141.4753044318357,3
sp500,Communication Services,2024-10-04,141.1569283949526,3
sp500,Communication Services,2024-10-07,139.3665177523861,3
sp500,Communication Services,2024-10-08,140.11634928407503,3
sp500,Communication Services,2024-10-09,139.65602443473898,3
sp500,Communication Services,2024-10-10,136.98792091237732,3
sp500,Communication Services,2024-10-11,137.69066820518293,3
sp500,Communication Services,2024-10-14,138.14081487968903,3
sp500,Communication Services,2024-10-15,139.40824350543073,3
sp500,Communication Services,2024-10-16,139.936664079513,3
sp500,Communication Services,2024-10-17,139.28608304803782,3
sp500,Communication Services,2024-10-18,139.83034778390953,3
sp500,Communication Services,2024-10-21,139.3031609454778,3
sp500,Communication Services,2024-10-22,136.92532149271364,3
sp500,Communication Services,2024-10-23,139.87043415637302,3
sp500,Communication Services,2024-10-24,138.16425105112444,3
sp500,Communication Services,2024-10-25,137.59029939940933,3
sp500,Communication Services,2024-10-28,138.84694701913352,3
sp500,Communication Services,2024-10-29,139.4927013582948,3
sp500,Communication Services,2024-10-30,140.4108985959991,3
sp500,Communication Services,2024-10-31,141.58117258651714,3
sp500,Communication Services,2024-11-01,139.88888097079496,3
sp500,Communication Services,2024-11-04,138.57099115699677,3
sp500,Communication Services,2024-11-05,139.20637836494603,3
sp500,Communication Services,2024-11-06,141.51283151453094,3
sp500,Communication Services,2024-11-07,141.37803000069997,3
sp500,Communication Services,2024-11-08,141.2892075466004,3
sp500,Communication Services,2024-11-11,141.70755671843688,3
sp500,Communication Services,2024-11-12,141.65470398650214,3
sp500,Communication Services,2024-11-13,142.1269986737078,3
sp500,Communication Services,2024-11-14,140.83585905276166,3
sp500,Communication Services,2024-11-15,141.81288573336047,3
sp500,Communication Services,2024-11-18,143.910058013266,3
sp500,Communication Services,2024-11-19,143.77590653067273,3
sp500,Communication Services,2024-11-20,143.74242737802552,3
sp500,Communication Services,2024-11-21,142.10154344166088,3
sp500,Communication Services,2024-11-22,142.42725464180987,3
sp500,Communication Services,2024-11-25,144.00936477051846,3
sp500,Communication Services,2024-11-26,144.83516332691812,3
sp500,Communication Services,2024-11-27,145.25380698581452,3
sp500,Communication Services,2024-11-29,144.90117839047554,3
sp500,Communication Services,2024-12-02,144.13423025014595,3
sp500,Communication Services,2024-12-03,146.27146073628447,3
sp500,Communication Services,2024-12-04,145.24512773414867,3
sp500,Communication Services,2024-12-05,145.41621501348075,3
sp500,Communication Services,2024-12-06,145.89405997920454,3
sp500,Communication Services,2024-12-09,145.0276890834043,3
sp500,Communication Services,2024-12-10,147.95028541356697,3
sp500,Communication Services,2024-12-11,150.2505118076326,3
sp500,Communication Services,2024-12-12,149.2201857467555,3
sp500,Communication Services,2024-12-13,149.4769829180542,3
sp500,Communication Services,2024-12-16,147.95677959203493,3
sp500,Communication Services,2024-12-17,147.5035680233421,3
sp500,Communication Services,2024-12-18,144.33248287988823,3
sp500,Communication Services,2024-12-19,144.23037632354288,3
sp500,Communication Services,2024-12-20,145.30529054805075,3
sp500,Communication Services,2024-12-23,146.3238312555621,3
sp500,Communication Services,2024-12-24,146.75865914743633,3
sp500,Communication Services,2024-12-26,146.84941470984657,3
sp500,Communication Services,2024-12-27,145.87649599512545,3
sp500,Communication Services,2024-12-30,144.57150654299596,3
sp500,Communication Services,2024-12-31,144.89827382205638,3
sp500,Communication Services,2025-01-02,145.32442054628132,3
sp500,Communication Services,2025-01-03,145.64866687835362,3
sp500,Communication Services,2025-01-06,146.00087184393365,3
sp500,Communication Services,2025-01-07,143.9505985362094,3
sp500,Communication Services,2025-01-08,143.55402810245525,3
sp500,Communication Services,2025-01-10,140.6370668981457,3
sp500,Communication Services,2025-01-13,140.48901216492416,3
sp500,Communication Services,2025-01-14,140.87588789859103,3
sp500,Communication Services,2025-01-15,142.44849382324657,3
sp500,Communication Services,2025-01-16,142.24483321610165,3
sp500,Communication Services,2025-01-17,144.12984481448825,3
sp500,Communication Services,2025-01-21,145.36074162969138,3
sp500,Communication Services,2025-01-22,144.9858490569139,3
sp500,Communication Services,2025-01-23,145.6309211214,3
sp500,Communication Services,2025-01-24,147.03312046648608,3
sp500,Communication Services,2025-01-27,149.40348573788248,3
sp500,Communication Services,2025-01-28,150.5519091752879,3
sp500,Communication Services,2025-01-29,150.08146747569114,3
sp500,Communication Services,2025-01-30,150.039701200937,3
sp500,Communication Services,2025-01-31,150.11880302521644,3
sp500,Communication Services,2025-02-03,151.28054558593843,3
sp500,Communication Services,2025-02-04,152.3566833375477,3
sp500,Communication Services,2025-02-05,149.52216667622204,3
sp500,Communication Services,2025-02-06,149.31578897398484,3
sp500,Communication Services,2025-02-07,147.79806921768204,3
sp500,Communication Services,2025-02-10,148.8273403629318,3
sp500,Communication Services,2025-02-11,149.77065891082765,3
sp500,Communication Services,2025-02-12,149.7761728854074,3
sp500,Communication Services,2025-02-13,151.62386938045898,3
sp500,Communication Services,2025-02-14,151.78848106168053,3
sp500,Communication Services,2025-02-18,152.04004768400193,3
sp500,Communication Services,2025-02-19,153.78057273042097,3
sp500,Communication Services,2025-02-20,153.9940081949256,3
sp500,Communication Services,2025-02-21,153.87995184212005,3
sp500,Communication Services,2025-02-24,154.6658744187635,3
sp500,Communication Services,2025-02-25,153.8549194673761,3
sp500,Communication Services,2025-02-26,152.2926839490737,3
sp500,Communication Services,2025-02-27,151.78581626908064,3
sp500,Communication Services,2025-02-28,153.08075382408097,3
sp500,Communication Services,2025-03-03,153.58956732065258,3
sp500,Communication Services,2025-03-04,150.8507897941161,3
sp500,Communication Services,2025-03-05,151.35670355923583,3
sp500,Communication Services,2025-03-06,153.85824125835094,3
sp500,Communication Services,2025-03-07,157.17779849054162,3
sp500,Communication Services,2025-03-10,155.56823530525068,3
sp500,Communication Services,2025-03-11,149.1687985586177,3
sp500,Communication Services,2025-03-12,148.58325770226116,3
sp500,Communication Services,2025-03-13,149.30894616683327,3
sp500,Communication Services,2025-03-14,150.9190664604254,3
sp500,Communication Services,2025-03-17,151.11981241192126,3
sp500,Communication Services,2025-03-18,150.266163723962,3
sp500,Communication Services,2025-03-19,151.37451587955994,3
sp500,Communication Services,2025-03-20,150.7267495105617,3
sp500,Communication Services,2025-03-21,151.80096023653405,3
sp500,Communication Services,2025-03-24,152.3325525033157,3
sp500,Communication Services,2025-03-25,153.78229333196558,3
sp500,Communication Services,2025-03-26,153.580768038018,3
sp500,Communication Services,2025-03-27,154.6282868448239,3
sp500,Communication Services,2025-03-28,152.04437494954516,3
sp500,Communication Services,2025-03-31,152.811071179203,3
sp500,Communication Services,2025-04-01,153.99418491503943,3
sp500,Communication Services,2025-04-02,152.6476387082115,3
sp500,Communication Services,2025-04-03,152.43248367558354,3
sp500,Communication Services,2025-04-04,144.33958421924203,3
sp500,Communication Services,2025-04-07,144.55959201372036,3
sp500,Communication Services,2025-04-08,142.6322296437176,3
sp500,Communication Services,2025-04-09,148.191382877163,3
sp500,Communication Services,2025-04-10,146.2434289304561,3
sp500,Communication Services,2025-04-11,149.28032807100382,3
sp500,Communication Services,2025-04-14,151.3016248664263,3
sp500,Communication Services,2025-04-15,151.18772920755563,3
sp500,Communication Services,2025-04-16,148.36160169750576,3
sp500,Communication Services,2025-04-17,148.3872623697827,3
sp500,Communication Services,2025-04-21,144.5047049612573,3
sp500,Communication Services,2025-04-22,147.18846819492322,3
sp500,Communication Services,2025-04-23,148.3071843091379,3
sp500,Communication Services,2025-04-24,150.30331971511964,3
sp500,Communication Services,2025-04-25,148.78271476963243,3
sp500,Communication Services,2025-04-28,149.76976333920294,3
sp500,Communication Services,2025-04-29,150.36266246561266,3
sp500,Communication Services,2025-04-30,151.9667602813037,3
sp500,Communication Services,2025-05-01,151.7807380066102,3
sp500,Communication Services,2025-05-02,153.09623874894157,3
sp500,Communication Services,2025-05-05,152.73406549762242,3
sp500,Communication Services,2025-05-06,154.34642009838836,3
sp500,Communication Services,2025-05-07,150.19879116469102,3
sp500,Communication Services,2025-05-08,149.71602837079095,3
sp500,Communication Services,2025-05-09,149.89330432165056,3
sp500,Communication Services,2025-05-12,149.57255959171053,3
sp500,Communication Services,2025-05-13,148.4697063216464,3
sp500,Communication Services,2025-05-14,149.91458195495184,3
sp500,Communication Services,2025-05-15,152.50396984960614,3
sp500,Communication Services,2025-05-16,154.5170447388259,3
sp500,Communication Services,2025-05-19,155.55760855426544,3
sp500,Communication Services,2025-05-20,154.21109576488325,3
sp500,Communication Services,2025-05-21,154.52683726422933,3
sp500,Communication Services,2025-05-22,154.05275432676478,3
sp500,Communication Services,2025-05-23,153.91601411818462,3
sp500,Communication Services,2025-05-27,155.42215691404058,3
sp500,Communication Services,2025-05-28,155.02775817615804,3
sp500,Communication Services,2025-05-29,154.89198430438427,3
sp500,Communication Services,2025-05-30,156.39861702840057,3
sp500,Communication Services,2025-06-02,155.9857920128843,3
sp500,Communication Services,2025-06-03,154.84661470080692,3
sp500,Communication Services,2025-06-04,153.62501143707883,3
sp500,Communication Services,2025-06-05,154.49348105859707,3
sp500,Communication Services,2025-06-06,157.35642556728737,3
sp500,Communication Services,2025-06-09,157.4936811202326,3
sp500,Communication Services,2025-06-10,159.87452181136567,3
sp500,Communication Services,2025-06-11,158.8805655078869,3
sp500,Communication Services,2025-06-12,157.55476546815035,3
sp500,Communication Services,2025-06-13,156.91574507183032,3
sp500,Communication Services,2025-06-16,156.5161752583758,3
sp500,Communication Services,2025-06-17,154.87933901660185,3
sp500,Communication Services,2025-06-18,153.90428166605724,3
sp500,Communication Services,2025-06-20,152.16800631880466,3
sp500,Communication Services,2025-06-23,153.31486141070815,3
sp500,Communication Services,2025-06-24,154.27438653950972,3
sp500,Communication Services,2025-06-25,154.21021210373092,3
sp500,Communication Services,2025-06-26,155.1944325553049,3
sp500,Communication Services,2025-06-27,157.08778099997323,3
sp500,Communication Services,2025-06-30,159.20498107766736,3
sp500,Communication Services,2025-07-01,159.48035620246552,3
sp500,Communication Services,2025-07-02,159.16811011354815,3
sp500,Communication Services,2025-07-03,159.4774597894502,3
sp500,Communication Services,2025-07-07,157.84437503904635,3
sp500,Communication Services,2025-07-08,157.2185699025166,3
sp500,Communication Services,2025-07-09,156.99819834198237,3
sp500,Communication Services,2025-07-10,155.68821417245942,3
sp500,Communication Services,2025-07-11,154.71155468509338,3
sp500,Communication Services,2025-07-14,155.41739708326267,3
sp500,Communication Services,2025-07-15,154.8772048722754,3
sp500,Communication Services,2025-07-16,155.0060983276221,3
sp500,Communication Services,2025-07-17,154.87927066487174,3
sp500,Communication Services,2025-07-18,155.0611572540742,3
sp500,Communication Services,2025-07-21,159.40124673233873,3
sp500,Communication Services,2025-07-22,160.41318693482782,3
sp500,Communication Services,2025-07-23,160.5971563673993,3
sp500,Communication Services,2025-07-24,161.77093973863546,3
sp500,Communication Services,2025-07-25,162.2088569814802,3
sp500,Communication Services,2025-07-28,160.36482968360528,3
sp500,Communication Services,2025-07-29,161.3184167153963,3
sp500,Communication Services,2025-07-30,161.5707522340812,3
sp500,Communication Services,2025-07-31,160.32796956185385,3
sp500,Communication Services,2025-08-01,160.36944739798554,3
sp500,Communication Services,2025-08-04,161.99229156514312,3
sp500,Communication Services,2025-08-05,161.71340348211925,3
sp500,Communication Services,2025-08-06,161.15884139358423,3
sp500,Communication Services,2025-08-07,163.15159291915285,3
sp500,Communication Services,2025-08-08,164.79959733828912,3
sp500,Communication Services,2025-08-11,164.84061968787117,3
sp500,Communication Services,2025-08-12,166.23326672006482,3
sp500,Communication Services,2025-08-13,166.29090638893143,3
sp500,Communication Services,2025-08-14,166.9766906539042,3
sp500,Communication Services,2025-08-15,168.41914078781286,3
sp500,Communication Services,2025-08-18,168.59658180244853,3
sp500,Communication Services,2025-08-19,168.876499210684,3
sp500,Communication Services,2025-08-20,168.9811981225513,3
sp500,Communication Services,2025-08-21,169.37300565319373,3
sp500,Communication Services,2025-08-22,169.14035048722445,3
sp500,Communication Services,2025-08-25,169.47170846888955,3
sp500,Communication Services,2025-08-26,168.40727458147495,3
sp500,Communication Services,2025-08-27,169.87804739560494,3
sp500,Communication Services,2025-08-28,170.34468226958998,3
sp500,Communication Services,2025-08-29,171.7598948469751,3
sp500,Communication Services,2025-09-01,147.15363945142047,3
