ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision,momentum_score,mom_12_1,ret_63d,resid_mom_63,momentum_quintile,f_value,f_quality,f_momentum,f_lowvol,f_leverage_pen,factor_composite
SMCI,Information Technology,True,False,True,growth_ai,0.3,0.22,0.2,20.0,0.4,,2.2,1.708,1.0,0.88,0.9,0.4,1.0,True,True,True,True,0.8590000000000001,0.0,0.6888888888888889,0.0,False,False,False,False,0.2066666666666666,0.167,1.2,,0.0,0.5655,0.1129,0.05,hold,INCLUDE_QUALITY,-0.4923246304727542,-0.4091599849432482,-0.0068051767026655,-0.0242461444349716,1.0,0.09654847200375806,0.9626000040857607,-0.7594219656604225,0.0,0.0,0.07493162760727409
SHEL,Energy,False,True,False,,0.12,0.1,0.35,15.0,0.75,,1.47,0.626,0.48,0.4,0.825,0.75,1.0,False,False,True,False,0.60025,0.0,1.0,0.832,False,True,False,False,0.5496,0.259,1.35,,0.0,0.5775,0.0,0.05,hold,SATELLITE,0.1239582165436742,0.0724398163995383,0.0140040328263966,-0.0540376465542121,4.0,0.43276058211074275,-0.3344190525151409,0.1912083748013232,0.0,0.0,0.07238747609923125
JNJ,Health Care,False,True,False,,0.22,0.15,0.45,20.0,0.91,,7.25,3.332,0.88,0.6,0.775,0.91,1.0,True,True,True,True,0.79675,0.0,0.0,0.0,False,False,False,False,0.0,0.31,1.45,,0.0,0.4382,0.0,0.03,reduce_or_avoid,WATCH,0.2454067237182024,0.5080840001508207,0.1410348385654805,0.0732714392388634,4.0,-0.3750378481434693,0.2692010524350121,0.3785454656887723,0.0,0.0,0.06817716749507877
HON,Industrials,False,True,False,,0.28,0.16,0.8,14.0,0.85,,5.64,1.18,1.0,0.64,0.6,0.85,0.9333333333333332,True,True,True,True,0.8028333333333334,0.0,0.0,0.0933333333333333,False,False,False,False,0.028,0.444,1.8,,0.0,0.4542,0.0,0.05,reduce_or_avoid,WATCH,0.0627870443199713,0.0582551191961813,0.1005352937632084,0.0124804973872276,3.0,-0.3163917296840395,0.49103787027801993,0.09685044717282208,0.0,0.0,0.06787414694170063
LRCX,Information Technology,False,False,True,starlink_supply,,,,,,,35.17,10.638,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,0.509746386592633,2.292205459012732,0.1514096484028579,0.0766346678184251,5.0,-0.5381309328140976,0.0,0.7862954216260734,0.0,0.0,0.06204112220299393
JPM,Financials,False,True,False,,0.15,0.12,1.2,6.0,0.8,10.0,1.8,0.15,0.6,0.48,0.4,0.8,0.4,True,False,False,False,0.544,0.925925925925926,0.8666666666666667,1.0,False,False,True,False,0.9303703703703704,0.545,2.2,levered-assets,-0.1,0.6179,0.0,0.08,hold,SATELLITE,0.1589998278486667,0.1512408447527842,0.1404193501189108,0.0131625855655267,4.0,0.30537061515144154,-0.11824920974832404,0.24526085905666578,0.0,-0.5,0.05809556611494582
BMY,Health Care,False,True,False,,0.18,0.12,1.1,7.0,0.7,,6.6,1.394,0.72,0.48,0.4499999999999999,0.7,0.4666666666666667,True,False,False,False,0.5791666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.524,2.1,,0.0,0.3185,0.0,0.03,reduce_or_avoid,AVOID,0.4029733599564606,0.2148380965895728,0.1303589997036929,0.0635976324117662,4.0,-0.35480477170150904,-0.04241461210859124,0.6215955940149862,0.0,0.0,0.05609405255122149
FANG,Energy,False,True,False,,,,,,,,1.54,1.022,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.9822222222222222,0.3039999999999999,False,False,False,False,0.3858666666666666,,,,0.0,0.2836,0.0,0.03,reduce_or_avoid,AVOID,-0.1146612520969385,0.229032708509266,-0.065141082923438,-0.1721393991479009,3.0,0.3867041286714298,0.0,-0.17686759520629186,0.0,0.0,0.05245913336628448
HBAN,Financials,False,True,False,,,,,,,,1.16,0.192,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,1.0,1.0,False,True,True,False,0.6,,,low-MCA,-0.02,0.36,0.0,0.03,reduce_or_avoid,WATCH,-0.3229389059326099,0.0681818985534608,0.0569306983280248,-0.0123777554412993,2.0,0.7035407652625657,0.0,-0.49814062419763727,0.0,0.0,0.05135003526623211
LXU,Materials,False,False,False,,0.15,0.1,0.8,4.0,0.5,,1.46,0.567,0.6,0.4,0.6,0.5,0.2666666666666666,True,False,True,False,0.4916666666666667,0.0,1.0,0.9106666666666668,False,True,False,False,0.5731999999999999,0.444,1.8,,0.0,0.5284,0.0,0.05,hold,SATELLITE,,,,,,0.439700595642694,-0.2585844548754081,,0.0,0.0,0.04527903519182147
RTX,Industrials,False,True,False,,0.12,0.08,0.7,6.0,0.8,,4.36,1.7,0.48,0.32,0.65,0.8,0.4,False,False,True,False,0.4975,0.0,0.0,0.0,False,False,False,False,0.0,0.412,1.7,,0.0,0.2736,0.0,0.03,reduce_or_avoid,AVOID,0.5789309543162551,0.2796223197532959,0.2399075329705464,0.1299583218032563,5.0,-0.2388608191900643,-0.4747542976422251,0.8930141944885805,0.0,0.0,0.04484976941407279
GSAT,Communication Services,False,False,True,starlink_supply,,,,,,,30.04,6.876,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,0.4416671178589293,1.9254003176415733,-0.0168181041244717,0.0066669656834006,5.0,-0.5308986470752017,0.0,0.681281597652189,0.0,0.0,0.03759573764424681
XLF,Financials,False,True,False,,0.12,0.1,0.8,8.0,0.8,10.0,1.5,0.15,0.48,0.4,0.6,0.8,0.5333333333333333,False,False,True,False,0.5273333333333333,0.925925925925926,1.0,1.0,False,True,True,False,0.9703703703703704,0.444,1.8,mixed-assets,0.0,0.7267,0.0,0.08,hold_or_add,SATELLITE,-0.0025120609156287,0.0542077464241368,0.1050794489441468,-0.0176967253251019,3.0,0.47086680451003937,-0.3344190525151409,-0.0038749112279302697,0.0,0.0,0.033143210191742045
CAG,Consumer Staples,True,True,False,,0.1,0.07,0.9,4.0,0.65,8.5,1.1,0.352,0.4,0.28,0.55,0.65,0.2666666666666666,False,False,True,False,0.4106666666666667,1.0,1.0,1.0,True,True,True,True,1.0,0.474,1.9,mixed-assets,0.0,0.6759,0.1334,0.08,hold,INCLUDE_VALUE,-0.2133881476570217,-0.2653688618698543,0.0851985067870624,0.039660254061518,2.0,1.051060407130411,-0.5954783186322556,-0.32915608221088183,0.0,0.0,0.03160650157181839
SCHW,Financials,False,False,True,cyclical,0.14,0.1,0.5,8.0,0.75,,3.61,,0.56,0.4,0.75,0.75,0.5333333333333333,False,False,True,False,0.5663333333333334,0.0,0.0622222222222222,0.0,False,False,False,False,0.0186666666666666,0.333,1.5,,0.0,0.3199,0.0,0.03,reduce_or_avoid,AVOID,0.3580662103751487,0.0147505357895956,0.1404678399932213,0.1887779535805595,4.0,-0.16788701565182082,-0.2838626540886523,0.5523252920711272,0.0,0.0,0.025143905582663523
TGT,Consumer Discretionary,False,False,False,,0.25,0.12,1.2,6.0,0.7,10.0,3.5,1.273,1.0,0.48,0.4,0.7,0.4,True,False,False,False,0.649,0.925925925925926,0.1111111111111111,0.0,False,False,False,False,0.4037037037037037,0.545,2.2,,0.0,0.5386,0.0,0.05,hold,SATELLITE,,,,,,-0.09654870186229644,0.13453278238411864,,0.0,0.0,0.00949602013045555
PYPL,Financials,False,False,False,,0.18,0.12,0.4,15.0,0.6,,2.51,0.616,0.72,0.48,0.8,0.6,1.0,True,False,True,False,0.6699999999999999,0.0,0.5511111111111112,0.8453333333333334,False,False,False,False,0.4189333333333334,0.286,1.4,,0.0,0.557,0.0,0.05,hold,SATELLITE,,,,,,0.012931237612144906,-0.04241461210859124,,0.0,0.0,-0.007370843624111583
SBUX,Consumer Discretionary,False,False,False,,0.4,0.14,2.5,8.0,0.75,,-14.25,4.021,1.0,0.56,0.0,0.75,0.5333333333333333,True,False,False,False,0.6338333333333334,0.0,1.0,0.0,False,True,False,False,0.3,0.714,3.5,,0.0,0.4836,0.0,0.05,reduce_or_avoid,WATCH,,,,,,-0.6850053026227307,0.654041015709867,,0.0,0.0,-0.007741071728215948
GD,Industrials,False,False,True,aerospace_defense,,,,,,,3.85,1.879,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,0.0904339474055616,0.1765410565201444,0.0948780420212065,0.0116654392434917,4.0,-0.1936071846639137,0.0,0.13949642542810686,0.0,0.0,-0.013527689808951707
BLK,Financials,False,False,False,,0.22,0.18,0.2,20.0,0.85,16.0,3.5,1.077,0.88,0.72,0.9,0.85,1.0,True,True,True,True,0.8424999999999999,0.4814814814814815,0.1111111111111111,0.2306666666666667,False,False,False,False,0.2951259259259259,0.167,1.2,,0.0,0.5962,0.0,0.05,hold,INCLUDE_QUALITY,,,,,,-0.5621595931316323,0.4797039201256383,,0.0,0.0,-0.02061391825149851
DG,Consumer Discretionary,False,True,False,,0.2,0.1,1.0,5.0,0.65,,3.18,1.562,0.8,0.4,0.5,0.65,0.3333333333333333,True,False,True,False,0.5658333333333333,0.0,0.2533333333333333,0.0,False,False,False,False,0.0759999999999999,0.5,2.0,,0.0,0.3454,0.0,0.03,reduce_or_avoid,AVOID,0.1043836526624211,0.0205544281423251,0.1137316235261782,0.0814432346363456,4.0,-0.11209595197320504,-0.13219345880918673,0.16101416378780495,0.0,0.0,-0.020818811748646707
CVX,Energy,False,True,False,,0.14,0.11,0.2,25.0,0.72,,2.07,1.473,0.56,0.44,0.9,0.72,1.0,False,False,True,False,0.643,0.0,0.7466666666666668,0.0,False,False,False,False,0.224,0.167,1.2,,0.0,0.4545,0.0,0.05,reduce_or_avoid,WATCH,-0.0142344065992387,0.0855199990288881,0.0001560161196552,-0.0748084912498629,3.0,0.1390672558310659,-0.21369503152511027,-0.021956896670441525,0.0,0.0,-0.02414616809112147
CB,Financials,False,True,False,,0.13,0.1,0.3,12.0,0.84,,1.79,0.675,0.52,0.4,0.85,0.84,0.8,False,False,True,False,0.6095000000000002,0.0,0.8711111111111111,0.7666666666666666,False,False,False,False,0.4913333333333333,0.231,1.3,,0.0,0.5563,0.0,0.05,hold,SATELLITE,-0.030980532088868,0.3131544582858208,0.076986956063022,-0.0054075965490453,3.0,0.2516223518242828,-0.3091408533018966,-0.047788176987086546,0.0,0.0,-0.026326669616175094
DE,Industrials,False,True,False,,0.35,0.15,1.8,10.0,0.68,,5.9,1.618,1.0,0.6,0.0999999999999999,0.68,0.6666666666666666,True,True,False,False,0.6636666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.643,2.8,,0.0,0.365,0.0,0.03,reduce_or_avoid,WATCH,-0.2445775860554506,0.2097792696057054,0.0364459197441375,-0.0536987360585266,2.0,-0.3280295792783152,0.5978176422071875,-0.37726650194274686,0.0,0.0,-0.02686960975346865
XLV,Health Care,False,True,False,,0.16,0.12,0.7,12.0,0.88,15.0,4.0,2.2,0.64,0.48,0.65,0.88,0.8,True,False,True,False,0.6455,0.5555555555555556,0.0,0.0,False,False,False,False,0.2222222222222222,0.412,1.7,,0.0,0.455,0.0,0.05,reduce_or_avoid,WATCH,0.3443818079887669,0.2284493490945294,0.1298280183763354,0.2070141426081206,4.0,-0.5636202533796681,-0.09297101053507974,0.531216789437052,0.0,0.0,-0.031343618619423974
SCHD,Multi-Sector,False,True,False,,0.18,0.14,0.7,12.0,0.9,12.0,3.0,1.5,0.72,0.56,0.65,0.9,0.8,True,False,True,False,0.6965000000000001,0.7777777777777778,0.3333333333333333,0.0,False,False,False,False,0.4111111111111111,0.412,1.7,,0.0,0.5681,0.0,0.05,hold,SATELLITE,-0.0015474122990975,0.1795338845427516,0.0599619086992402,-0.015056881015896,3.0,-0.23255993746323717,0.09792063301849305,-0.0023869187465582202,0.0,0.0,-0.034256555797825584
VZ,Communication Services,False,True,False,,0.2,0.08,1.8,5.0,0.82,,1.84,0.507,0.8,0.32,0.0999999999999999,0.82,0.3333333333333333,True,False,False,False,0.5073333333333333,0.0,0.8488888888888888,0.9906666666666668,False,False,False,False,0.5518666666666667,0.643,2.8,,0.0,0.5274,0.0,0.05,hold,SATELLITE,-0.0764319176811606,-0.0263097171189409,-0.0306915933117297,0.0450595216432737,3.0,0.22901083700421687,-0.27252870393627093,-0.1178979753844244,0.0,0.0,-0.040353960579119615
ICL,Materials,False,False,False,,0.12,0.08,0.7,5.0,0.55,7.0,1.4,1.809,0.48,0.32,0.65,0.55,0.3333333333333333,False,False,True,False,0.4533333333333333,1.0,1.0,0.0,True,True,False,False,0.7,0.412,1.7,,0.0,0.5643,0.0,0.05,hold,SATELLITE,-0.5069911490000663,-0.1740558154713845,-0.0632912058211035,-0.1101926171500484,1.0,1.073920475685822,-0.4747542976422251,-0.7820454048304494,0.0,0.0,-0.045719806696713106
DVY,Multi-Sector,False,True,False,,0.12,0.09,1.0,8.0,0.85,10.0,1.8,0.9,0.48,0.36,0.5,0.85,0.5333333333333333,False,False,True,False,0.5078333333333334,0.925925925925926,0.8666666666666667,0.4666666666666667,False,False,False,False,0.7703703703703705,0.5,2.0,,0.0,0.626,0.0,0.08,hold,SATELLITE,-0.0830082948418308,0.1418317073501973,0.0543003876342507,-0.0277333955407652,3.0,0.30537061515144154,-0.40458667507868307,-0.12804218707150727,0.0,0.0,-0.0568145617496872
CL,Consumer Staples,False,True,False,,0.35,0.18,1.2,11.0,0.87,16.0,80.0,4.875,1.0,0.72,0.4,0.87,0.7333333333333333,True,True,False,False,0.7798333333333335,0.4814814814814815,0.0,0.0,False,False,False,False,0.1925925925925926,0.545,2.2,,0.0,0.5156,0.0,0.05,hold,SATELLITE,-0.0953355452137235,0.1018068252067996,0.0729764030350637,0.0441901998285063,3.0,-0.9691029016080418,0.8083205098978137,-0.14705725178525414,0.0,0.0,-0.07695991087387057
CAT,Industrials,False,True,True,cyclical,0.4,0.18,1.5,15.0,0.7,13.0,8.0,2.0,1.0,0.72,0.25,0.7,1.0,True,True,False,False,0.7585,0.7037037037037037,0.0,0.0,False,False,False,False,0.2814814814814815,0.6,2.5,,0.0,0.5438,0.0,0.05,hold,SATELLITE,-0.4139505244752547,1.3290548727726117,-0.0750360232859879,-0.1544356055374648,2.0,-0.6224568978557938,0.9347115059640352,-0.6385281205234318,0.0,0.0,-0.0815683781037976
CTVA,Materials,False,False,False,,0.08,0.06,0.4,6.0,0.65,,2.46,1.423,0.32,0.24,0.8,0.65,0.4,False,False,True,False,0.4255,0.0,0.5733333333333334,0.0,False,False,False,False,0.172,0.286,1.4,,0.0,0.3114,0.0,0.03,reduce_or_avoid,AVOID,0.2348518195903237,0.1862297923365987,0.0936466356696645,0.0441378288188779,4.0,0.02499246995292304,-0.7162023396222863,0.3622642854592681,0.0,0.0,-0.0822363960525238
HEI,Industrials,False,False,True,aerospace_defense,0.16,0.12,0.6,12.0,0.85,28.0,7.0,4.0,0.64,0.48,0.7,0.85,0.8,True,False,True,False,0.6485000000000001,0.0,0.0,0.0,False,False,False,False,0.0,0.375,1.6,,0.0,0.3567,0.0,0.03,reduce_or_avoid,WATCH,0.5333648911934277,0.1570958515090077,0.314076980797771,0.2034153710656346,5.0,-1.1075196160707839,-0.09297101053507974,0.822727503386175,0.0,0.0,-0.09444078080492219
MKC,Consumer Staples,False,True,False,,0.22,0.12,0.9,8.0,0.82,,1.96,1.054,0.88,0.48,0.55,0.82,0.5333333333333333,True,False,True,False,0.6668333333333334,0.0,0.7955555555555556,0.2613333333333333,False,False,False,False,0.3170666666666666,0.474,1.9,,0.0,0.5094,0.0,0.05,hold,SATELLITE,-0.4054121046732796,-0.2431322757839116,0.061224460613966,0.0198457353721892,2.0,0.17945008819452146,0.05869818474438586,-0.6253574133349181,0.0,0.0,-0.0968022850990027
QQQ,ETF,False,False,True,thematic,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.2698164957926096,0.2279007867975433,0.0158571852822622,-0.0763985173955294,2.0,0.0,0.0,-0.4161980955648539,0.0,0.0,-0.10404952389121347
NTR,Materials,False,False,False,,0.07,0.05,0.6,4.0,0.55,,1.35,0.653,0.28,0.2,0.7,0.55,0.2666666666666666,False,False,True,False,0.3581666666666667,0.0,1.0,0.7959999999999999,False,True,False,False,0.5388,0.375,1.6,,0.0,0.4395,0.0,0.03,reduce_or_avoid,WATCH,-0.0858864937752569,0.1438114686510425,-0.0672645541367529,0.0231013136707882,3.0,0.522826535503177,-0.8116481613990726,-0.13248187453846438,0.0,0.0,-0.10532587510858998
VYM,Multi-Sector,False,True,False,,0.14,0.11,0.8,10.0,0.88,11.0,2.5,1.2,0.56,0.44,0.6,0.88,0.6666666666666666,False,False,True,False,0.5886666666666667,0.8518518518518519,0.5555555555555556,0.0666666666666667,False,False,False,False,0.5274074074074074,0.444,1.8,,0.0,0.5611,0.0,0.05,hold,SATELLITE,-0.1095979494409209,0.1591800669066505,0.0432878187510694,-0.0355477604389732,3.0,-0.039199417531040705,-0.21369503152511027,-0.16905733543506285,0.0,0.0,-0.10548794612280346
VUG,ETF,False,False,True,thematic,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.2853016150095397,0.1083264903502811,0.0065694626653598,-0.0766463216159077,2.0,0.0,0.0,-0.440084244959644,0.0,0.0,-0.110021061239911
BX,Financials,False,False,False,,,,,,,,11.36,3.985,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,,,,,,-0.44936645480173226,0.0,,0.0,0.0,-0.11234161370043307
VIG,Multi-Sector,False,True,False,,0.2,0.15,0.6,15.0,0.92,16.0,4.0,2.0,0.8,0.6,0.7,0.92,1.0,True,True,True,True,0.763,0.4814814814814815,0.0,0.0,False,False,False,False,0.1925925925925926,0.375,1.6,,0.0,0.5063,0.0,0.05,hold,SATELLITE,-0.0590545109227481,0.1365021312957854,0.0579524643438196,0.0014328028734413,3.0,-0.6153547968540387,0.2186446540085236,-0.09109292931983458,0.0,0.0,-0.12195076804133742
GOOGL,Communication Services,False,False,True,quality_growth,0.25,0.22,0.1,40.0,0.85,,6.56,,1.0,0.88,0.95,0.85,1.0,True,True,True,True,0.934,0.0,0.0,0.0,False,False,False,False,0.0,0.091,1.1,,0.0,0.5137,0.0,0.05,hold,SATELLITE,-0.6300675637803768,0.7820855203873236,-0.1293933368242417,-0.2093221683643534,1.0,-0.35342869473899297,0.8362090080195395,-0.9718935803100092,0.0,0.0,-0.12227831675736567
PFE,Health Care,True,True,False,,0.12,0.1,0.6,9.0,0.75,9.0,1.6,0.665,0.48,0.4,0.7,0.75,0.6,False,False,True,False,0.5415,1.0,0.9555555555555556,0.7799999999999999,True,False,False,False,0.9206666666666666,0.375,1.6,,0.0,0.7121,0.0981,0.08,hold_or_add,SATELLITE,-0.4635257337458006,-0.0333863337711543,-0.0528516893525123,-0.1264895520802724,1.0,0.5467645160988868,-0.3344190525151409,-0.7149990109521979,0.0,0.0,-0.125663386842113
ANDE,Consumer Staples,False,False,False,,0.08,0.06,0.5,4.0,0.55,,1.9,0.58,0.32,0.24,0.75,0.55,0.2666666666666666,False,False,True,False,0.3896666666666666,0.0,0.8222222222222223,0.8933333333333334,False,False,False,False,0.5146666666666667,0.333,1.5,,0.0,0.4459,0.0,0.03,reduce_or_avoid,WATCH,,,,,,0.2034479244602687,-0.7162023396222863,,0.0,0.0,-0.1281886037905044
C,Financials,False,True,False,,0.07,0.05,1.3,3.0,0.65,,1.15,0.092,0.28,0.2,0.35,0.65,0.2,False,False,False,False,0.314,0.0,1.0,1.0,False,True,True,False,0.6,0.565,2.3,levered-assets,-0.1,0.3427,0.0,0.03,reduce_or_avoid,AVOID,-0.1551068420819004,0.4788166821363755,0.0532516932027455,-0.073541647056044,3.0,0.7147061753392328,-0.8116481613990726,-0.2392558397659454,0.0,-0.5,-0.1340494564564463
PEP,Consumer Staples,False,True,False,,0.5,0.14,1.6,9.0,0.88,,8.67,1.915,1.0,0.56,0.1999999999999999,0.88,0.6,True,False,False,False,0.69,0.0,0.0,0.0,False,False,False,False,0.0,0.615,2.6,,0.0,0.3795,0.0,0.03,reduce_or_avoid,WATCH,-0.6976314172717494,-0.0343488762849922,-0.0930849325993637,-0.1559323634145294,1.0,-0.40868604127878144,0.9068230078423096,-1.0761123645230621,0.0,0.0,-0.14449384948988347
XLP,Consumer Staples,False,True,False,,0.18,0.12,0.8,10.0,0.9,14.0,4.5,2.0,0.72,0.48,0.6,0.9,0.6666666666666666,True,False,True,False,0.6516666666666666,0.6296296296296297,0.0,0.0,False,False,False,False,0.2518518518518519,0.444,1.8,,0.0,0.4718,0.0,0.05,reduce_or_avoid,WATCH,-0.0124687293044272,0.0285610636427069,0.0231027086907424,0.1153275775449283,3.0,-0.5458691081771798,-0.04241461210859124,-0.019233299192370736,0.0,0.0,-0.15187925486953543
VAL,Energy,False,False,True,maritime_launch,,,,,,,1.65,1.163,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.9333333333333332,0.1159999999999999,False,False,False,False,0.3147999999999999,,,,0.0,0.2517,0.0,0.03,reduce_or_avoid,AVOID,-0.6221606440075202,0.5930232492495007,-0.2627779525374547,-0.2907021598976529,1.0,0.3222250938563917,0.0,-0.9596969763122446,0.0,0.0,-0.15936797061396324
SPLV,Multi-Sector,False,True,False,,0.14,0.11,0.8,10.0,0.9,13.0,3.0,1.5,0.56,0.44,0.6,0.9,0.6666666666666666,False,False,True,False,0.5916666666666667,0.7037037037037037,0.3333333333333333,0.0,False,False,False,False,0.3814814814814815,0.444,1.8,,0.0,0.4971,0.0,0.05,reduce_or_avoid,WATCH,-0.0846789818009411,0.0364717630981752,0.0366449095692054,0.0389218522022188,3.0,-0.31215154280842267,-0.21369503152511027,-0.13061925979133537,0.0,0.0,-0.1641164585312171
USMV,Multi-Sector,False,True,False,,0.15,0.12,0.7,12.0,0.9,14.0,3.5,1.8,0.6,0.48,0.65,0.9,0.8,True,False,True,False,0.6365000000000001,0.6296296296296297,0.1111111111111111,0.0,False,False,False,False,0.2851851851851852,0.412,1.7,,0.0,0.4784,0.0,0.05,reduce_or_avoid,WATCH,-0.0997819977622915,0.0461686406851957,0.036879988395817,0.0302476276936189,3.0,-0.4512998571151239,-0.11824920974832404,-0.1539160062038718,0.0,0.0,-0.18086626826682994
COST,Consumer Discretionary,False,True,False,,0.28,0.16,0.4,25.0,0.88,,25.6,6.045,1.0,0.64,0.8,0.88,1.0,True,True,True,True,0.844,0.0,0.0,0.0,False,False,False,False,0.0,0.286,1.4,,0.0,0.4642,0.0,0.05,reduce_or_avoid,WATCH,-0.4602431966452214,-0.0277672711382674,-0.0578797148362035,-0.1294162938034367,2.0,-0.5222991394827605,0.49103787027801993,-0.7099356226450124,0.0,0.0,-0.18529922296243825
CPB,Consumer Staples,False,True,False,,0.2,0.09,1.5,5.0,0.72,10.0,2.5,0.9,0.8,0.36,0.25,0.72,0.3333333333333333,True,False,False,False,0.5268333333333333,0.925925925925926,0.5555555555555556,0.4666666666666667,False,False,False,False,0.6770370370370371,0.6,2.5,,0.0,0.5944,0.0,0.05,hold,SATELLITE,-0.4006514771256699,-0.2833436066777598,0.0770731670100515,0.0358982967350048,2.0,0.07367595004940437,-0.20236108137272885,-0.6180140368182663,0.0,0.0,-0.1866747920353977
GIS,Consumer Staples,False,True,False,,0.28,0.12,1.3,7.0,0.8,12.0,3.8,1.125,1.0,0.48,0.35,0.8,0.4666666666666667,True,False,False,False,0.6631666666666666,0.7777777777777778,0.0,0.1666666666666666,False,False,False,False,0.3611111111111111,0.565,2.3,,0.0,0.5272,0.0,0.05,hold,SATELLITE,-0.4124892831869797,-0.2445204093976406,0.0577983690424301,0.0242312384357775,2.0,-0.3370838465318253,0.21036738002385152,-0.6362741225254434,0.0,0.0,-0.1907476472583543
WM,Industrials,False,True,False,,0.25,0.12,1.5,6.0,0.9,,9.16,2.597,1.0,0.48,0.25,0.9,0.4,True,False,False,False,0.6565,0.0,0.0,0.0,False,False,False,False,0.0,0.6,2.5,,0.0,0.3611,0.0,0.03,reduce_or_avoid,WATCH,-0.3123373963710689,0.0021748586919281,-0.0066710740914809,-0.0618937345798249,2.0,-0.41787596732844595,0.13453278238411864,-0.48178755402427986,0.0,0.0,-0.1912826847421518
ARKK,ETF,False,False,True,thematic,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.5304325719752064,0.0428699291605219,-0.0681324504964665,-0.0473752263789851,1.0,0.0,0.0,-0.8182043341461817,0.0,0.0,-0.2045510835365454
TDW,Energy,False,False,True,maritime_launch,,,,,,,2.67,0.914,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.48,0.4479999999999999,False,False,False,False,0.2784,,,,0.0,0.2353,0.0,0.03,reduce_or_avoid,AVOID,-0.5272030092694256,0.2116684679383591,-0.1561782061110502,-0.2582947337800252,1.0,-0.02262906987347533,0.0,-0.8132226600505904,0.0,0.0,-0.20896293248101644
SMG,Materials,False,False,False,,0.12,0.08,1.5,3.0,0.55,,-13.88,1.046,0.48,0.32,0.25,0.55,0.2,False,False,False,False,0.38,0.0,1.0,0.2719999999999999,False,True,False,False,0.3815999999999999,0.6,2.5,,0.0,0.3807,0.0,0.03,reduce_or_avoid,WATCH,0.2016458758037496,0.0801693859600352,0.1501936060046509,0.1377361926450847,4.0,-0.6877916027924266,-0.4747542976422251,0.31104336019742473,0.0,0.0,-0.21287563505930673
DD,Materials,False,True,False,,0.06,0.05,0.5,5.0,0.62,10.0,1.8,0.778,0.24,0.2,0.75,0.62,0.3333333333333333,False,False,True,False,0.3708333333333333,0.925925925925926,0.8666666666666667,0.6293333333333333,False,False,False,False,0.8191703703703704,0.333,1.5,,0.0,0.5726,0.0,0.05,hold,SATELLITE,-0.2163243187920744,0.5064419563463902,0.01915878068125,-0.0795016525006104,2.0,0.30537061515144154,-0.836926360612317,-0.3336851931203969,0.0,0.0,-0.2163102346453181
IPI,Materials,False,False,False,,0.05,0.04,0.3,3.0,0.45,9.0,1.2,0.836,0.2,0.16,0.85,0.45,0.2,False,False,True,False,0.323,1.0,1.0,0.552,True,True,False,False,0.8655999999999999,0.231,1.3,,0.0,0.5672,0.0,0.05,hold,SATELLITE,-0.5223811887317625,0.1575319395421113,-0.1021860813973389,-0.2156642773314019,1.0,0.857069871146258,-0.9323721823891034,-0.8057848919518105,0.0,0.0,-0.22027180079866396
