date,regime,state,mkt,abs_mkt
2025-09-22,Calm,0,-0.00168304406739617,0.00168304406739617
2025-09-23,Calm,0,-0.0007314041160665437,0.0007314041160665437
2025-09-24,Stress,1,0.0015465255300851411,0.0015465255300851411
2025-09-25,Stress,1,0.00248600044889245,0.00248600044889245
2025-09-26,Stress,1,0.0014762174237369292,0.0014762174237369292
2025-09-29,Stress,1,0.000496672627747786,0.000496672627747786
2025-09-30,Stress,1,0.0010173384818135212,0.0010173384818135212
2025-10-01,Calm,0,-0.0002333984150698861,0.0002333984150698861
2025-10-02,Calm,0,-0.0008024919752583483,0.0008024919752583483
2025-10-03,Stress,1,0.003464441075261558,0.003464441075261558
2025-10-06,Calm,0,-0.0008329016487153209,0.0008329016487153209
2025-10-07,Calm,0,-0.0008444184985387115,0.0008444184985387115
2025-10-08,Calm,0,-0.0014582351791187483,0.0014582351791187483
2025-10-09,Calm,0,-0.0010513038227586283,0.0010513038227586283
2025-10-10,Stress,1,0.0017263616200350906,0.0017263616200350906
2025-10-13,Calm,0,-0.0006770936917603655,0.0006770936917603655
2025-10-14,Calm,0,-0.00019450315763581616,0.00019450315763581616
2025-10-15,Stress,1,0.001572888536524076,0.001572888536524076
2025-10-16,Stress,1,0.0003343674901179175,0.0003343674901179175
2025-10-17,Calm,0,-0.0011104674786478587,0.0011104674786478587
2025-10-20,Calm,0,-0.0011186306904095522,0.0011186306904095522
2025-10-21,Calm,0,-0.0019068790722621437,0.0019068790722621437
2025-10-22,Stress,1,0.0001371333478685058,0.0001371333478685058
2025-10-23,Stress,1,0.0021528762056520745,0.0021528762056520745
2025-10-24,Stress,1,8.33223956062586e-05,8.33223956062586e-05
2025-10-27,Stress,1,0.0006706135150051301,0.0006706135150051301
2025-10-28,Calm,0,-0.002683117029197575,0.002683117029197575
2025-10-29,Calm,0,-0.0004737135441791987,0.0004737135441791987
2025-10-30,Calm,0,-0.0006016315829644534,0.0006016315829644534
2025-10-31,Calm,0,-0.0003691350732720764,0.0003691350732720764
2025-11-03,Calm,0,-0.0012567147557039934,0.0012567147557039934
2025-11-04,Calm,0,-0.0006529515994773403,0.0006529515994773403
2025-11-05,Calm,0,-0.0020360118661806852,0.0020360118661806852
2025-11-06,Stress,1,0.0017246721891179498,0.0017246721891179498
2025-11-07,Stress,1,0.003758126925402633,0.003758126925402633
2025-11-10,Stress,1,0.0010412851318524479,0.0010412851318524479
2025-11-11,Calm,0,-0.00029042081744792993,0.00029042081744792993
2025-11-12,Stress,1,0.00032191335521777767,0.00032191335521777767
2025-11-13,Stress,1,0.0015069579033855863,0.0015069579033855863
2025-11-14,Stress,1,0.0010821692406127715,0.0010821692406127715
2025-11-17,Calm,0,-0.0024430291165535504,0.0024430291165535504
2025-11-18,Stress,1,0.0015445312410215751,0.0015445312410215751
2025-11-19,Stress,1,0.0011320861472060957,0.0011320861472060957
2025-11-20,Stress,1,0.00017220685848419072,0.00017220685848419072
2025-11-21,Stress,1,0.0037006089897556817,0.0037006089897556817
2025-11-24,Stress,1,0.00038488891111893215,0.00038488891111893215
2025-11-25,Stress,1,0.003999603852626458,0.003999603852626458
2025-11-26,Calm,0,-0.0007903569191318846,0.0007903569191318846
2025-11-27,Stress,1,0.0004052020523100171,0.0004052020523100171
2025-11-28,Stress,1,0.0032195673989505198,0.0032195673989505198
2025-12-01,Stress,1,5.2537846741922226e-05,5.2537846741922226e-05
2025-12-02,Calm,0,-0.0006868732671641693,0.0006868732671641693
2025-12-03,Stress,1,0.0019021675605721627,0.0019021675605721627
2025-12-04,Stress,1,0.0030643153463303843,0.0030643153463303843
2025-12-05,Calm,0,-0.0025285617590522797,0.0025285617590522797
2025-12-08,Calm,0,-0.00023193460648829233,0.00023193460648829233
2025-12-09,Stress,1,0.0018963273248035041,0.0018963273248035041
2025-12-10,Calm,0,-0.0015140196362997808,0.0015140196362997808
2025-12-11,Calm,0,-0.002366210564079929,0.002366210564079929
2025-12-12,Stress,1,0.0017896077854076856,0.0017896077854076856
2025-12-15,Stress,1,0.0007852492702732604,0.0007852492702732604
2025-12-16,Stress,1,0.0006262138627477298,0.0006262138627477298
2025-12-17,Calm,0,-0.00038235477912022727,0.00038235477912022727
2025-12-18,Calm,0,-0.00037304336318598914,0.00037304336318598914
2025-12-19,Stress,1,0.0017667455682872498,0.0017667455682872498
2025-12-22,Calm,0,-0.0038049348760776872,0.0038049348760776872
2025-12-23,Calm,0,-0.0008399560524411504,0.0008399560524411504
2025-12-24,Calm,0,-0.00037461611126185014,0.00037461611126185014
2025-12-25,Calm,0,-0.003647337758631897,0.003647337758631897
2025-12-26,Stress,1,0.001400749565126438,0.001400749565126438
2025-12-29,Calm,0,-0.004256313368690149,0.004256313368690149
2025-12-30,Stress,1,0.0039639774769418025,0.0039639774769418025
2025-12-31,Stress,1,0.0006950734906155223,0.0006950734906155223
2026-01-01,Calm,0,-0.00019681743941140067,0.00019681743941140067
2026-01-02,Stress,1,0.0001282649133869688,0.0001282649133869688
2026-01-05,Calm,0,-0.0006614721525141427,0.0006614721525141427
2026-01-06,Stress,1,0.000468845185913291,0.000468845185913291
2026-01-07,Calm,0,-0.00035037047193548,0.00035037047193548
2026-01-08,Stress,1,0.0017347608039266114,0.0017347608039266114
2026-01-09,Stress,1,0.0012599761049040396,0.0012599761049040396
2026-01-12,Calm,0,-0.0005303138071795668,0.0005303138071795668
2026-01-13,Stress,1,0.00032106441133011784,0.00032106441133011784
2026-01-14,Calm,0,-0.0003439597694362489,0.0003439597694362489
2026-01-15,Stress,1,0.0014474644157008373,0.0014474644157008373
2026-01-16,Stress,1,0.0006385318365801414,0.0006385318365801414
2026-01-19,Stress,1,0.00026960477225979496,0.00026960477225979496
2026-01-20,Stress,1,0.001938309387290025,0.001938309387290025
2026-01-21,Stress,1,0.0027605667268118085,0.0027605667268118085
2026-01-22,Calm,0,-0.0009073135391367778,0.0009073135391367778
2026-01-23,Calm,0,-0.00027920016279814883,0.00027920016279814883
2026-01-26,Stress,1,0.00046741442115216147,0.00046741442115216147
2026-01-27,Stress,1,0.000605661111119567,0.000605661111119567
2026-01-28,Stress,1,0.0016802633859838512,0.0016802633859838512
2026-01-29,Calm,0,-0.0005524887210477051,0.0005524887210477051
2026-01-30,Stress,1,0.00026532218339879834,0.00026532218339879834
2026-02-02,Calm,0,-7.157697864501269e-05,7.157697864501269e-05
2026-02-03,Stress,1,0.00027448213224817687,0.00027448213224817687
2026-02-04,Stress,1,0.002532935237482987,0.002532935237482987
2026-02-05,Calm,0,-0.0030094989059234966,0.0030094989059234966
2026-02-06,Stress,1,0.00015128943976937495,0.00015128943976937495
2026-02-09,Calm,0,-0.0031208148553721073,0.0031208148553721073
2026-02-10,Calm,0,-0.0011727871346965202,0.0011727871346965202
2026-02-11,Calm,0,-0.00047662990930379346,0.00047662990930379346
2026-02-12,Calm,0,-0.001899012629064835,0.001899012629064835
2026-02-13,Calm,0,-0.00023111191145958426,0.00023111191145958426
2026-02-16,Calm,0,-0.0005758072433573329,0.0005758072433573329
2026-02-17,Stress,1,0.002123942179733267,0.002123942179733267
2026-02-18,Calm,0,-0.0024708256344735005,0.0024708256344735005
2026-02-19,Calm,0,-0.001731266452738859,0.001731266452738859
2026-02-20,Calm,0,-0.004584738538738867,0.004584738538738867
2026-02-23,Stress,1,0.0026768399239427416,0.0026768399239427416
2026-02-24,Calm,0,-0.002886053515011733,0.002886053515011733
2026-02-25,Stress,1,0.0004484546062410375,0.0004484546062410375
2026-02-26,Stress,1,0.0003510739038050323,0.0003510739038050323
2026-02-27,Calm,0,-0.000931427233989384,0.000931427233989384
2026-03-02,Stress,1,0.0034346990795309936,0.0034346990795309936
2026-03-03,Stress,1,0.00027217925072230386,0.00027217925072230386
2026-03-04,Stress,1,0.0013701342599883347,0.0013701342599883347
2026-03-05,Calm,0,-0.0005938023734314288,0.0005938023734314288
2026-03-06,Stress,1,0.004301091529441532,0.004301091529441532
2026-03-09,Calm,0,-0.0019389025011557418,0.0019389025011557418
2026-03-10,Stress,1,0.0009521928536524545,0.0009521928536524545
2026-03-11,Stress,1,3.918297712955946e-05,3.918297712955946e-05
2026-03-12,Stress,1,0.003563652745348589,0.003563652745348589
2026-03-13,Calm,0,-0.0027739433359113956,0.0027739433359113956
2026-03-16,Calm,0,-0.0005591161836584012,0.0005591161836584012
2026-03-17,Calm,0,-0.00014133013002438238,0.00014133013002438238
2026-03-18,Stress,1,0.00128551429809408,0.00128551429809408
2026-03-19,Stress,1,0.0007989390135566688,0.0007989390135566688
2026-03-20,Calm,0,-6.2209514129222086e-06,6.2209514129222086e-06
2026-03-23,Calm,0,-0.0008892627593646043,0.0008892627593646043
2026-03-24,Calm,0,-0.004484858667156919,0.004484858667156919
2026-03-25,Calm,0,-0.0029252599270758904,0.0029252599270758904
2026-03-26,Calm,0,-0.0020884605361410325,0.0020884605361410325
2026-03-27,Stress,1,0.0036903675121035683,0.0036903675121035683
2026-03-30,Calm,0,-0.0011412333412029016,0.0011412333412029016
2026-03-31,Calm,0,-0.0009349553797236338,0.0009349553797236338
2026-04-01,Stress,1,0.0013125011224233716,0.0013125011224233716
2026-04-02,Calm,0,-0.00040542213911229965,0.00040542213911229965
2026-04-03,Stress,1,0.0006050161215084292,0.0006050161215084292
2026-04-06,Calm,0,-0.0012330951240098172,0.0012330951240098172
2026-04-07,Stress,1,0.00027242878914322306,0.00027242878914322306
2026-04-08,Stress,1,0.0013346018711825763,0.0013346018711825763
2026-04-09,Calm,0,-0.0015331209137931538,0.0015331209137931538
2026-04-10,Calm,0,-0.0035099747027122746,0.0035099747027122746
2026-04-13,Calm,0,-0.0010638595219603858,0.0010638595219603858
2026-04-14,Stress,1,0.003953679962918909,0.003953679962918909
2026-04-15,Calm,0,-0.0010929278601425234,0.0010929278601425234
2026-04-16,Stress,1,0.0006049144284631023,0.0006049144284631023
2026-04-17,Calm,0,-0.0033796819241257115,0.0033796819241257115
2026-04-20,Calm,0,-0.003883368383420452,0.003883368383420452
2026-04-21,Calm,0,-0.0006052208660482836,0.0006052208660482836
2026-04-22,Stress,1,0.0029375033852396077,0.0029375033852396077
2026-04-23,Calm,0,-0.0003989283579450337,0.0003989283579450337
2026-04-24,Stress,1,0.0002446497525745123,0.0002446497525745123
2026-04-27,Stress,1,0.0016694396415669192,0.0016694396415669192
2026-04-28,Calm,0,-0.0015292293373123358,0.0015292293373123358
2026-04-29,Stress,1,0.0014629558294528915,0.0014629558294528915
2026-04-30,Calm,0,-0.002945678700782182,0.002945678700782182
2026-05-01,Calm,0,-0.002799675977256001,0.002799675977256001
2026-05-04,Stress,1,0.0,0.0
2026-05-05,Calm,0,-0.0007886520787027972,0.0007886520787027972
2026-05-06,Stress,1,0.0013174376572724265,0.0013174376572724265
2026-05-07,Stress,1,0.005008627621971141,0.005008627621971141
2026-05-08,Calm,0,-0.0012647000513567761,0.0012647000513567761
2026-05-11,Stress,1,0.0007927982535461443,0.0007927982535461443
2026-05-12,Stress,1,0.0008461969674248247,0.0008461969674248247
2026-05-13,Calm,0,-0.0008130139602519921,0.0008130139602519921
2026-05-14,Stress,1,0.001019061685457404,0.001019061685457404
2026-05-15,Calm,0,-0.0004457178468361999,0.0004457178468361999
2026-05-18,Calm,0,-0.001757672524248189,0.001757672524248189
2026-05-19,Calm,0,-0.001551133060992556,0.001551133060992556
2026-05-20,Stress,1,0.002011317710460915,0.002011317710460915
2026-05-21,Calm,0,-0.00020400410648408355,0.00020400410648408355
2026-05-22,Calm,0,-0.00037622199119675314,0.00037622199119675314
2026-05-25,Stress,1,0.00023142742505462743,0.00023142742505462743
2026-05-26,Calm,0,-0.0010797986727520922,0.0010797986727520922
2026-05-27,Stress,1,0.0007520736365056267,0.0007520736365056267
2026-05-28,Stress,1,0.0011746641524778055,0.0011746641524778055
2026-05-29,Stress,1,0.0005314018992563646,0.0005314018992563646
2026-06-02,Calm,0,-0.0022194220284425252,0.0022194220284425252
2026-06-03,Stress,1,0.0009497971969187144,0.0009497971969187144
2026-06-04,Stress,1,0.002424772382720964,0.002424772382720964
2026-06-05,Stress,1,0.0019344717285785717,0.0019344717285785717
2026-06-09,Stress,1,0.00039631184783358534,0.00039631184783358534
2026-06-10,Calm,0,-0.00014809545707750448,0.00014809545707750448
2026-06-11,Stress,1,0.0044927649276837196,0.0044927649276837196
2026-06-12,Calm,0,-0.0012206847982550537,0.0012206847982550537
2026-06-16,Stress,1,0.0031678945918574464,0.0031678945918574464
2026-06-17,Calm,0,-0.000234607748506677,0.000234607748506677
2026-06-18,Calm,0,-0.002069475410379252,0.002069475410379252
2026-06-19,Stress,1,0.005188100432140339,0.005188100432140339
2026-06-23,Calm,0,-0.0045617811485068474,0.0045617811485068474
2026-06-24,Stress,1,0.0019947244072156018,0.0019947244072156018
2026-06-25,Calm,0,-0.002014264691879151,0.002014264691879151
2026-06-26,Stress,1,0.0023830867405785707,0.0023830867405785707
2026-06-30,Stress,1,0.0016975630547502883,0.0016975630547502883
2026-07-01,Stress,1,0.0009151632754992138,0.0009151632754992138
2026-07-02,Stress,1,5.3815537524678636e-05,5.3815537524678636e-05
2026-07-03,Calm,0,-0.0025267558851309077,0.0025267558851309077
2026-07-07,Stress,1,0.001763539814701367,0.001763539814701367
2026-07-08,Calm,0,-0.0021171785853254044,0.0021171785853254044
2026-07-09,Stress,1,0.0016658347153599708,0.0016658347153599708
2026-07-10,Stress,1,0.002187999434548791,0.002187999434548791
2026-07-14,Stress,1,0.0006762653404403196,0.0006762653404403196
2026-07-15,Stress,1,0.0032519979956919074,0.0032519979956919074
2026-07-16,Calm,0,-0.0016789696724036753,0.0016789696724036753
2026-07-17,Stress,1,0.001562686333784668,0.001562686333784668
2026-07-21,Calm,0,-0.0016812637733514956,0.0016812637733514956
2026-07-22,Calm,0,-0.0019071815600654291,0.0019071815600654291
2026-07-23,Calm,0,-0.0002619690061461049,0.0002619690061461049
2026-07-24,Calm,0,-0.0015115509798315247,0.0015115509798315247
2026-07-28,Stress,1,0.00047205334128576625,0.00047205334128576625
