date,Materials_ConsStpl_r10,Materials_ConsStpl_r20,Materials_HlthCare_r10,Materials_HlthCare_r20,Materials_Energy_r10,Materials_Energy_r20,Materials_Fins_r10,Materials_Fins_r20,ConsStpl_HlthCare_r10,ConsStpl_HlthCare_r20,ConsStpl_Utilities_r10,ConsStpl_Utilities_r20,HlthCare_Utilities_r10,HlthCare_Utilities_r20,Industrials_Utilities_r10,Industrials_Utilities_r20,InfoTech_REITs_r10,InfoTech_REITs_r20,ConsDisc_InfoTech_r10,ConsDisc_InfoTech_r20,Energy_Utilities_r10,Energy_Utilities_r20,Fins_REITs_r10,Fins_REITs_r20
2025-09-08,-0.04020035086699163,-0.045677811372477874,-0.14452105430615955,-0.014800078891099475,0.3556707324420703,0.24803432833168593,0.4858263593264726,0.013009629081513254,-0.11003462179497582,-0.2488672610750294,-0.10472760279902217,-0.05791140013713729,0.3266658104551619,0.04510397787166885,-0.020966389084789545,-0.0652184702658998,-0.028047614874247624,0.07293472448991883,0.09951310667999065,-0.3499011057813416,-0.6284504356453289,-0.2557771169870072,0.22098201316392757,0.10302543842284956
2025-09-09,-0.07481751931865964,0.01626974525754831,-0.05252150209354397,0.005044241243609123,0.3083979195497545,0.26083422753369545,0.5326686085572714,0.029868068718637064,0.10581243901586046,-0.16559227217745853,-0.28782049337170673,-0.050201021761497995,0.45882355331523983,0.03937516599867742,-0.2682974059000858,-0.05739666527521448,-0.2556885777100234,0.0016698616851229299,0.1734381404309607,-0.3543838848259674,-0.7660846064066983,-0.2519902447946754,0.20421632850816193,0.14924092986634627
2025-09-10,-0.04397379239190125,0.021046253163073944,-0.0007222431450249708,0.059617270337541,0.3443334338807296,0.29486480319449304,0.5600437166836127,0.06106961219616938,0.1240803882389584,-0.08941330372691174,-0.3298719313626351,-0.018707250162262934,0.3552162858441692,-0.009159240667238772,-0.29353101874065735,-0.0765664502408355,-0.2087443272152216,0.040285706431244225,0.012230604666829766,-0.29914720237090614,-0.7894818777442981,-0.23099071791977632,0.24800364713140421,0.11450858364176217
2025-09-11,0.0050897740972600395,0.032924516216694406,0.007653917528601258,0.07547999811178446,0.4116320673848039,0.3181194530696076,0.6259973026937138,0.03682365316680141,-0.07948139517144379,-0.12343405627352577,-0.24624556266554168,0.03510177673746996,0.3728300867604191,0.11834534302531254,-0.23262516146768386,-0.02959708068373401,-0.2742964243792981,0.029798393755045754,0.1550600785177713,-0.31630818234789193,-0.8107729905873129,-0.1498887548651768,0.2324443622849274,0.13960049279394493
2025-09-12,0.08503286305579648,0.06078957071635723,0.43336261230826656,0.14145150855960067,0.18331711346298438,0.3028475682085914,0.4405219162970463,0.015100647095825499,0.025904251424686806,-0.0693561111599835,-0.39434623103697886,-0.05706671218916588,-0.2371549594067653,0.09927941518881946,-0.6441937012323756,-0.28470284457303485,0.06524602564501439,0.06801526423354719,-0.037276268040533626,-0.30391659407248406,-0.4399404498799325,-0.17204227974124547,0.2989658157460474,0.13476552572702227
2025-09-15,0.5988880693718407,0.2523492172560953,0.4252566020890902,0.17118824800854912,0.18887635484856066,0.2669091184788666,0.44072199125670325,-0.04268379684917223,0.4114355389934278,0.12256695484659395,-0.20415919088399181,-0.14187625092178444,-0.05796679767253893,0.21941573395959518,-0.6768987987677214,-0.2891664444272283,-0.10504098013144834,-0.03302982842962185,-0.010935490559614425,-0.28787152815985995,-0.47838376248474673,-0.19114113080545186,0.2690689477399371,0.08305683235088163
2025-09-16,0.6496193260794105,0.3228056559130918,0.45775452976878506,0.19001787892188085,0.1952445922337084,0.18007855418334284,0.2509170298802204,-0.051542177437257204,0.44851957072078275,0.22226260386874006,-0.19958839195300496,-0.1088930560379791,-0.046870438011861866,0.18069066879427834,-0.5906889797902943,-0.30240503023922466,0.11929400428911228,-0.028619197598027057,0.2797448085938778,-0.14232666806132005,-0.513643719284668,-0.23598573704571787,0.6080398389066097,0.03938546018118806
2025-09-17,0.6038182513562281,0.3069696426371793,0.46101132821459406,0.22465439058878592,-0.27349430218567244,0.16558963965421597,0.17680327548433808,-0.018307217054107504,0.433987793224948,0.30794889178562995,-0.09005937336689611,-0.03583516050809771,0.033846715235295775,0.18173511463443492,-0.6849217526832045,-0.3836640587219894,0.039140219105535855,-0.04539161353523762,0.28414179471505135,-0.13163529171630411,-0.3924669639857365,-0.29272467451019335,0.6346078866433207,0.058844810242386976
2025-09-18,0.6293991026201857,0.34636117851582293,0.5176769352234931,0.17189247659071893,-0.34342496165930797,-0.0022531064237938884,0.2206363528732671,0.25650455288100094,0.3952424013353308,0.2766981869602898,0.013273876442939394,0.0817002154760852,-0.13559883590188068,0.08983061886585053,-0.49962650062429365,-0.419574371494118,-0.10579495487810883,-0.17835354913998622,0.18300925171617424,-0.05646127974662316,-0.4853791858507944,-0.34050692324416376,0.4957871653120667,0.22732460564769247
2025-09-19,0.5672529138088024,0.29129712455856815,0.4001898097640794,0.18349781738951687,-0.3986318030767727,0.01654460883567101,0.11078005779222164,0.282245959951225,0.08331631824129375,0.10261236511972996,0.16146722664135105,0.18655187119708364,-0.2865474255733509,0.05921708373583772,-0.5165679427672379,-0.4220107320418634,-0.1479930020999226,-0.09589020416186611,0.16819831133948668,0.003301319383754732,-0.5503083042326317,-0.4841534525775089,0.634741580922528,0.2418347931778137
2025-09-22,0.5666449014356344,0.26491559825157757,0.4543543312259032,0.14604027693001692,-0.4654240610047163,0.06569262396727774,0.11236438436821364,0.3245838199209439,0.31634450148231597,0.12145982363056958,0.37831071765904284,0.22367700880680458,-0.1512772665715557,0.1186959619077349,-0.39879025950149694,-0.38822819315356216,0.07489299672206075,0.004357121375903945,-0.09585816740724307,0.04711578558224863,-0.45723698100059396,-0.467817573518587,0.6129118984075186,0.2465570971075376
2025-09-23,0.5594881753751313,0.2271233747907448,0.353476844122762,0.13655059328103103,-0.3813023547371715,0.002468082051627961,0.11685449951161293,0.30844624589794856,0.21805270556070458,0.14370223535097948,0.4419898155766755,0.14892509530058406,-0.09043517733234138,0.1394164717290106,-0.40752257029954253,-0.4506598493374106,0.3226903591162821,0.07152899453172497,-0.06526134797061037,0.15164477673841403,-0.25103014942146196,-0.4428628777693847,0.05655259736810233,0.16080541280034033
2025-09-24,0.5769446196631106,0.23539086527281872,0.31625805112645305,0.12711617744327236,-0.4405034082999892,0.03157810080682196,0.17325983468014652,0.3107157167715667,0.19087129444989634,0.15060383564205887,0.3539259249882102,0.12208296091842248,-0.02346405590207802,0.0934757262642837,-0.5048267230152201,-0.48320288832283054,0.032885406561678945,-0.04209964026034913,0.12630117105884495,0.08862015645253128,-0.34993857829579317,-0.45599311491635314,0.04016449113313267,0.18931314040939531
2025-09-25,0.5256213240411073,0.2846452904328833,0.17938353657324008,0.09182966974255047,-0.363469925865665,-0.017494149581436354,0.16638949204566988,0.38181086195727687,0.1841866626491076,0.06734063436016598,0.32002367092611705,0.12355209345410093,0.010615534907146175,0.09782262171588962,-0.43378843296388925,-0.4513729529963956,-0.016494685415705063,-0.040226773680354086,0.12334222088752539,0.16135889821350102,-0.3131356621211638,-0.47151449194667044,0.04620010764367442,0.19381634084939864
2025-09-26,0.5109474656030216,0.2914620131932194,0.11430750507413326,0.22737606920253906,-0.3572662789125953,-0.16942504482630477,0.11794664874820478,0.33093849390777863,0.18464658334430922,0.11979940543575057,0.4784413798287484,0.16617054694735542,0.16819423528216917,0.02153184977387699,-0.3679435066567702,-0.43296972226783464,0.01692199779487227,0.04973706335917464,-0.12070587187025264,-0.038346422166981205,-0.4205778589411544,-0.4122042226212916,0.1178275584209322,0.23826600791434094
2025-09-29,0.5487722870726713,0.42379149451797665,0.061835119428692735,0.16976998167998264,-0.31282970827933093,-0.1687818026501464,0.13658660291926572,0.3520894950889584,-0.11774117234099528,0.20897823883188982,0.4316526517065168,0.18142812560016353,0.0880220810388558,0.037339089816843835,-0.33145835384612304,-0.45700049100860013,0.14314465786752154,0.05521869702336234,-0.13700368975578367,-0.04972046762641414,-0.4485651339605727,-0.4311515628859209,-0.029390861547736496,0.24455496852602615
2025-09-30,0.5266514175621156,0.41696810059277367,-0.12394894359835586,0.08920332325623849,-0.08119727295215579,-0.07554327554740455,-0.10282931532624069,0.21812941570486033,-0.29538477458453843,0.12126823870748799,0.4292110759689487,0.18199151000036318,0.054433481730631006,0.0217598251349811,-0.37598055879446757,-0.4563906281802423,0.14799602803245906,0.12151861481980182,-0.30341367010385556,-0.015057700395416138,-0.4672973895662844,-0.45190713618491013,-0.055071793283259805,0.3535132974763108
2025-10-01,0.6455624298453378,0.42755880719603556,-0.2863155878831471,0.008076576632396075,-0.029887014568602942,-0.1994480034124391,0.014047419893732992,0.1230976834242592,-0.5741448624868153,0.017018174646103154,0.24368556999143287,0.10601622768688986,0.17708922383816225,0.1076347631255022,-0.4258645858532812,-0.5006007915521719,0.11929692226680384,0.1166416938726989,-0.41058775607932185,0.002129066272477294,-0.4834365150916686,-0.44618420396180164,0.015630079934522857,0.3694652718066642
2025-10-02,0.5409625495815713,0.40264089316771445,-0.16417838596086742,0.14246617214671653,-0.0197382724262462,-0.19206688804161712,-0.06294658394283908,0.06018219665316217,-0.6266941886354608,-0.1711168823886188,-0.08014526433313196,0.07966020923127368,0.4577892216399627,0.14344317634973772,-0.44439710740874777,-0.4953963282553477,0.25243864440009844,0.0672951007398309,-0.30560708368366296,-0.07581571646824806,-0.6137250631768242,-0.4537997150990972,0.18529672802348035,0.31776388849806736
2025-10-03,0.670893123282474,0.5302531013280266,-0.1574169654387555,0.004068557245189499,-0.2197384532542886,-0.3611396779624701,-0.1103837704298085,-0.09417240740042236,-0.48602756997551766,-0.13011341170276716,-0.10078901507578508,0.09141164021637757,0.5635838083394669,0.13591589956725686,-0.39172363783310415,-0.4830500218850153,0.33468470462373645,0.10463975311045308,-0.16174476306572833,-0.011287890474186194,-0.6137560656966893,-0.42474047276692956,-0.007815081895507489,0.28093707206705854
2025-10-06,0.494136037131216,0.5075430829088128,-0.22763189336139944,0.019931990856878964,-0.06150132045052642,-0.3098205171051924,0.08824042342983067,-0.005198135860436475,-0.6818462767220691,-0.12440884918931983,-0.24806968018634798,0.15381537694160594,0.46743530276338124,0.10128622486406355,-0.47197171226635687,-0.4202286376371592,0.02661526435818119,0.1153351192466779,0.00942561813079974,-0.06750888901012807,-0.5633450197241954,-0.36519179465428264,-0.6069780238894699,-0.16550906781782507
2025-10-07,0.48891713581657614,0.5218011214380112,-0.22767011301877535,0.022968565356890732,-0.1932468475703614,-0.3001923049040466,-0.002497351721147809,-0.008893814285349109,-0.7037719187597703,-0.18844216703413377,-0.24894206711085579,0.16883616251814357,0.5114224347233524,0.13454545045362826,-0.40119478288485644,-0.3877392987531729,0.020871828038575794,0.1215992510916629,-0.06771802016175134,-0.04392615255563747,-0.649625804546404,-0.37754232558902695,-0.5741272550583222,-0.33308053188367426
2025-10-08,0.38664636040300937,0.4729331194991541,-0.07880259107622162,0.04802126603891981,-0.21986101435071767,-0.35569947426996196,0.04744189708382491,0.02106273738110497,-0.7255004852655388,-0.2455045947194037,-0.10921590859205219,0.21465196384292212,0.38243016545961084,0.0853995899192023,-0.2802212137322376,-0.38148946676914974,0.3022388469851208,0.17158131786613448,-0.14011209823397297,-0.022648839208839876,-0.3391598434843303,-0.33866581606470314,-0.4970906522559418,-0.27135877785877904
2025-10-09,0.41445697568397216,0.47571788641386886,-0.05060819577186993,0.07404180986029488,-0.10730211934157037,-0.2398768296861983,-0.15204989439617808,-0.00840593493320106,-0.7079354168351597,-0.23135828573052913,-0.1251625767158725,0.18212335144432998,0.3523182675164179,0.10209769745284389,-0.07885733207992,-0.3469852605355721,0.2551930565396192,0.11462926648463423,-0.0018318432178296223,0.06933355214129626,-0.4180504374090337,-0.3402499925975687,-0.4381430451174771,-0.24389921957806485
2025-10-10,0.3965203228742473,0.45563738725010544,-0.059462368853026366,0.034403783816029446,-0.08156657669332414,-0.2139393109344909,-0.11873965600688673,0.000399050708612879,-0.7290559080911708,-0.23744078034070262,-0.4991087921581042,0.1862156753161953,0.14060554828734373,0.10874956119590255,-0.1838630958754217,-0.38379586378858127,0.2628214740534208,0.11043715285716926,0.47901661111933835,0.16671652168052656,-0.023972361415925573,-0.3394645290108206,-0.476403323687269,-0.23251043577655003
2025-10-13,0.44311697153365215,0.48603081847695717,-0.03772695660994937,0.015614325497815412,-0.037808914447821626,-0.17278599227788088,-0.05568550668585158,0.045033891192558954,-0.7466926292590069,-0.45839135859487484,-0.39413067512188077,0.15072850722108277,0.14097820084739734,0.061954092481251055,-0.11065084676265899,-0.34103554090881866,0.3267636811249586,0.2080304927266367,0.5386673964317554,0.1779610361313326,0.030834270503313957,-0.32910221128568384,-0.45521151945430227,-0.29533282785854637
2025-10-14,0.40243409057970586,0.4311719308041878,-0.013796245235756743,-0.04399016279763574,-0.14371764211859753,-0.06102425751603976,-0.04687099586964306,0.012759701732612162,-0.7202935540141734,-0.5281196712032671,-0.5114839281468836,0.05040738901422033,0.2065018102829218,0.08269362001839942,-0.007929531519691094,-0.3215526142597789,0.26971005130981146,0.19339153491897854,0.5476571493543153,0.12496640172029441,0.1871589359440748,-0.26586859895515313,-0.4250760506453905,-0.2715856370871884
2025-10-15,0.2988634160353303,0.4337273816663919,0.2171243236968099,-0.030304463715921548,-0.12457794081722887,-0.05963763262128766,-0.013120508897887266,0.019134753119445905,-0.6523728921196451,-0.6188494752917034,-0.17030466051750057,0.053878289326692114,-0.21355056408890347,0.007673972125759651,0.07676973859575562,-0.1945588725984828,0.3496264091197182,0.1908188872056765,0.55668364188575,0.12745503586494655,0.026550005446308828,-0.24608103195846917,-0.4110698437805389,-0.2581610687371028
2025-10-16,0.2896382669125429,0.37408545746316757,0.36229101204893155,0.033862846651685666,-0.15806969451060154,-0.09172076713821474,-0.03078405508611993,-0.041023638495722346,-0.5177558167544527,-0.6188121401989332,-0.16527209286999434,-0.05490252237558726,-0.3710377025418508,0.06625124271021969,0.10279440297050871,-0.1775250031524421,0.2699156934628307,0.2445415454039737,0.6211101581890291,0.13355721670143705,0.012102926656747635,-0.29397072461159657,-0.4050405286484423,-0.18777434769762494
2025-10-17,0.06550095023412596,0.3574812003560251,0.41093605694704377,0.06802178587811218,0.09743171387635104,-0.07027628304883239,-0.0018513037746488705,-0.020946405456455108,-0.523990008898282,-0.4910826392334337,-0.11627674983816172,-0.09202622328518804,-0.37177528125922094,0.12592495251942173,0.08348366438921047,-0.16702528824181695,0.10271267200706476,0.21014687240467225,0.40021432670708246,0.11755815513893456,-0.006624536459987656,-0.28285005051478374,-0.35038615470282264,-0.23544149152280675
2025-10-20,0.07110067858523415,0.3119713487844453,0.525459385077293,0.09048258361912472,0.0851254287950496,-0.023537519853983977,-0.22447489958951794,-0.03934339618888406,-0.49028713233794885,-0.569697169274667,-0.13459807715570535,-0.18369295618568812,-0.22873288669194256,0.08402073792093713,0.1107614636710203,-0.16470169861148504,0.20707940673705197,0.1983059075356955,0.46564504016724295,0.2029881786700209,0.0074107003671563055,-0.23231771145615418,0.5357797912458602,-0.21435227405694765
2025-10-21,0.15498346176904162,0.34800282388202985,0.5545300224745062,0.22864865513583604,-0.03395050405970205,-0.10933302620912914,-0.09596665355268641,-0.003931829932628906,-0.04310827651874472,-0.25901836935336975,-0.17679763394284645,-0.2191758027632593,-0.3423876485822039,-0.09287569082098301,0.05432880536562882,-0.17485355075356607,0.32030527984045315,0.1505703453709287,0.5946133131458133,0.19677331991883604,0.241529362525617,-0.1994914629439202,0.4587317749032531,-0.17144320094454135
2025-10-22,0.26543382542963456,0.34987612634832127,0.5138195406967849,0.2296680942490339,0.025081215924789162,-0.11667439766625955,-0.15476617748230811,0.0027988513523764503,0.08760388139191735,-0.19724956059747625,-0.3310447896710104,-0.23519931623818197,-0.35909363741721534,-0.13851745402976873,0.08887892053928953,-0.05252227242430092,0.18441326447995404,0.25277027032560057,0.6413541499609033,0.17707368497865594,0.23011217477988893,0.005359246900704871,0.41242101237255296,-0.19005056328472966
2025-10-23,0.28925876917984017,0.33053869565020216,0.6475335512918942,0.2534094259637097,-0.30394297514612656,-0.16656568725852122,0.21802107326266498,-0.06416275858721088,0.1856981234720491,-0.15581223818051063,-0.3467822516374952,-0.24213229915465595,-0.40277102833455847,-0.15439203775830795,0.033419508885705315,-0.008949240131515102,0.1749439334386538,0.18915267523521737,0.5344859801209092,0.17751358254522867,0.40100607108019676,0.03387038872300305,0.5283803463685859,-0.0828150092550479
2025-10-24,0.2446273522865691,0.2917095507220726,0.6155977743819744,0.2323622278360541,-0.22405662004830992,-0.12608699802853862,0.3444436629536114,-0.02444173113608442,0.182155257158538,-0.166807456235082,-0.28943979850357465,-0.3116050285088507,-0.3993977492307345,-0.1762099622219891,0.3653541059558694,0.06577844434887772,-0.03100107483091595,0.13639397801972783,0.4417665010267959,0.42910543862501577,0.25750107690248697,0.10815293555155892,0.4398598956058286,-0.14503006835506418
2025-10-27,0.13350163926453487,0.3031680989844988,0.7836242261486269,0.2668092274647216,-0.49426476367872213,-0.1361675012484168,0.18012871626960963,-0.026042848803569885,0.28631892465985564,-0.1067601643160148,-0.3307605741584472,-0.3496214585978311,-0.41566648813160917,-0.21682355180907334,0.3642649079580235,0.05674271986342023,0.10288102251385106,0.17524343347709095,0.16253261426033522,0.32054177117981936,0.2230363951606654,0.09721378837105733,0.16447272130335333,-0.167966179258502
2025-10-28,0.20826050067714547,0.2640519330131933,0.7493226029738678,0.29056973524252944,-0.6533391077079016,-0.28056367641462926,0.2856830651898153,0.03315979625265639,0.5526747073356696,-0.07332318604448003,-0.32049379862256977,-0.3404477593659194,-0.44834470861726444,-0.2249904693619684,0.40383440532466475,0.07213776831678369,0.09672349748644209,0.17603875537391087,-0.08965912001711991,0.21959413227869584,0.3040484681140982,0.224066128152434,0.14775657250665727,-0.17222331737002503
