,ABBV,AEP,AFL,ALL,BAC,BEN,BMY,C,CAT,CB,CFG,CL,COST,CSCO,CVX,D,DD,DE,DG,DOW,DUK,DVN,FANG,FITB,GIS,HBAN,HON,HPQ,IBM,IVZ,JNJ,JPM,KHC,KMB,KO,LLY,LMT,MCD,MKC,MMM,MO,MPC,MRK,NEE,NUE,O,ORCL,PEP,PFE,RF
CFG,0.43706478398825,0.42221807971357167,0.4065408737023341,0.4139843387472548,-0.284921668898814,-0.2912302635545569,0.2480603235547091,0.4166982973395593,0.4100564558899975,0.42248510580992393,1.0,-0.20274405922293168,0.4011334438338652,0.3694966170567308,0.38479550678084573,0.18135703197709888,0.4257173134142672,0.41388778307521357,0.43413950554073694,-0.5349260819855681,0.4204439345010224,-0.5204751023730038,0.3587807683716247,0.5671313843828412,-0.31813157030369404,0.7374900708552422,0.4110286210049306,-0.45101771902259896,0.44276230933826555,0.4358573146445149,0.44689084256896955,0.4147297322384644,-0.273788372526571,0.4789161491517045,0.2971232246366705,0.411223183773188,0.41610805647414906,0.4134995859909291,-0.3092917286321693,0.41337793036757725,0.4278515495542419,0.4042485014884466,0.45427867607986344,0.3523528027782136,0.3932227035316521,0.481584655316206,0.3032287658191322,0.415350903204969,-0.4164438865095646,0.7375759708219827
CL,-0.8843290275884366,-0.8879866231372306,-0.8813971742771394,-0.886839266748941,0.8974627210419849,0.8900899295683987,0.1994357262322957,-0.9016628247701143,-0.9013910001644649,-0.8862744117434103,-0.20274405922293168,1.0,-0.89503536225872,-0.910040755994758,-0.8981549383192362,-0.593184599229774,-0.8941028878463586,-0.8987037731882659,-0.8744688000359252,0.7998901148474645,-0.8856614409483423,0.7937571150065339,-0.9103977872045247,-0.8330839634874578,0.9253636794694333,-0.6123427022555968,-0.8937776752463963,0.8544321341508829,-0.8675303951643152,-0.8931285260617644,-0.8757690609962911,-0.8974669507235096,0.9248860061443201,-0.8469222266865555,-0.047875299330600446,-0.8942641110977634,-0.8918672410966182,-0.8901753999039717,0.9261980427015374,-0.8954413719274474,-0.8576951042963201,-0.9001284548515763,-0.8598712724507686,-0.4704035784186829,-0.8981374993034658,-0.8542473790854689,-0.9116325737201894,-0.8860725783392549,0.8979912970456622,-0.6933752722946311
COST,0.9956875067727112,0.9988724049174815,0.9964849599458379,0.9985267512306865,-0.9856789338366377,-0.9736832965842888,-0.029063513799978534,0.9945499568640865,0.9984287648582638,0.9991479998105617,0.4011334438338652,-0.89503536225872,1.0,0.9921448936110195,0.9988574395544529,0.7221743274973171,0.9971876774639763,0.999173844163436,0.9913804790594832,-0.9193231927869518,0.9990682139559278,-0.912661209203529,0.9973942472542621,0.9591009284159953,-0.9892836285859018,0.762942777566034,0.9986337803636349,-0.961861793090994,0.9879430915831928,0.9811536208399848,0.9950319038735642,0.9988740998108058,-0.9768386040066823,0.9904466258165742,0.33167316335086044,0.9989444410417426,0.99934060141395,0.9994714091286465,-0.9799861132618033,0.9965666027057589,0.9902248127142028,0.9984633830382024,0.9897577535492779,0.6332816998770915,0.9974161322869386,0.9892309175508585,0.9804596950987203,0.9994086613271966,-0.9951914179918988,0.850017735841228
CSCO,0.9831350222912985,0.9889906510713122,0.989561559129279,0.9878510774543959,-0.9855003710172732,-0.9702965811527314,-0.03406433040952523,0.9882630773320885,0.9910482994824016,0.9889936736322342,0.3694966170567308,-0.910040755994758,0.9921448936110195,1.0,0.9931592575839576,0.7423557227999841,0.9890387891845351,0.9908964270843056,0.9805640356980708,-0.891922730037267,0.988759743969767,-0.885456313305926,0.9924825331041672,0.9413315907986575,-0.9902829202932186,0.7343100651185782,0.9908643264411329,-0.940006779392167,0.9771064234250338,0.9763820267504081,0.981113254343745,0.9903309701869213,-0.9821897551697865,0.9736015115570025,0.29690463439202086,0.9893845366520408,0.9898896061705456,0.9898177386771952,-0.976096573852177,0.9871466902959416,0.978176712241783,0.9904475866965342,0.9800158286810575,0.6416349958445191,0.9929774116614907,0.9718931398099255,0.9863872400364013,0.9903484044274734,-0.9862926165804266,0.8284773328618082
CVX,0.9920857902739584,0.9966050509751859,0.9976854574437063,0.9962620329091979,-0.988380778625422,-0.9774049778364569,-0.013238113073174854,0.9915513813395918,0.9958162495637295,0.9973295313667768,0.38479550678084573,-0.8981549383192362,0.9988574395544529,0.9931592575839576,1.0,0.7402376692134315,0.9947662043509626,0.9971197810286754,0.987787903486525,-0.9024175459235061,0.9970323777974697,-0.8943771176551136,0.997874603806702,0.949950846712984,-0.9892654545021453,0.7443007758482523,0.9971295515606919,-0.9521160075896423,0.9840204042300473,0.9788065289156638,0.9911848443343567,0.996730185699468,-0.9801948913178822,0.9859255468332947,0.3445630152276769,0.9964769489952141,0.9973973374974404,0.997460587987115,-0.9773374092488891,0.9934767618095572,0.988878877032248,0.9975609222146117,0.989911682634843,0.6479807465271734,0.9978750708650115,0.9846244381435256,0.9832600560481594,0.9981966716773869,-0.9919794442799325,0.836937901602928
D,0.6780318578580529,0.7083401177959009,0.7511821181306803,0.7007080960242228,-0.75965291431034,-0.7607976888529137,0.3141382597047448,0.6899955283218381,0.6996616596488009,0.7086870321996562,0.18135703197709888,-0.593184599229774,0.7221743274973171,0.7423557227999841,0.7402376692134315,1.0,0.7009609943648905,0.7085646804026142,0.6948578748542115,-0.45852462105395764,0.7131261484356832,-0.47203002945294176,0.7224443116134609,0.5915633785296738,-0.7186920371675172,0.34174079072536256,0.7222851773832805,-0.5819993326654433,0.6594241842104777,0.7055490489907562,0.6740655627656548,0.7047569370445288,-0.7629804083259889,0.6808748570625032,0.4561544145871793,0.6989131495703363,0.7080539360640083,0.7101628987618712,-0.675512884443935,0.6936201619655186,0.7093378711869425,0.7052796951686989,0.7365164028873452,0.7730316722828934,0.7402826455308971,0.6685819493886446,0.7564365273542465,0.7237059235652082,-0.6744813866193984,0.5031345960965032
DD,0.9952017561145681,0.9975926799416166,0.9922975445776415,0.9967316315779667,-0.9770959132239029,-0.9619344674149992,-0.04235209379718037,0.9948786655716431,0.9981189685907211,0.9972731640863214,0.4257173134142672,-0.8941028878463586,0.9971876774639763,0.9890387891845351,0.9947662043509626,0.7009609943648905,1.0,0.9979523190927528,0.9901931884393186,-0.9289536333601476,0.9972589823860323,-0.9253294045911716,0.9932787055045108,0.9664795007521392,-0.9864184557110024,0.7844682039479266,0.9976364417101323,-0.9642281147368239,0.9882686452197177,0.9859586343609265,0.9951964742898036,0.9979861855585244,-0.970846703898382,0.9906205934974848,0.30903738761164434,0.9976924457100487,0.9978438030962404,0.9975611537899707,-0.9791552725104673,0.9962686130267122,0.9864931655440925,0.996504030848539,0.9868883302717123,0.624278273548348,0.9954395463499903,0.9903799358929314,0.9761888911224118,0.9966887433332792,-0.9946289952359484,0.861673719502718
DE,0.9969289405501502,0.9989945370149652,0.9940414278337776,0.9986756004412217,-0.9814664696400077,-0.9689374581191376,-0.04320828609276637,0.9962033672299117,0.9994795528275258,0.9986960392296835,0.41388778307521357,-0.8987037731882659,0.999173844163436,0.9908964270843056,0.9971197810286754,0.7085646804026142,0.9979523190927528,1.0,0.9915206139224507,-0.9281755380732513,0.9988417680480471,-0.9221285233470472,0.9965985275222348,0.9658444305178018,-0.9888687676539328,0.7790808683650632,0.9984288843100353,-0.9667755275049962,0.9890968333524991,0.9829867930792782,0.9958240378537851,0.9994050364621315,-0.974969312752005,0.9906853464749897,0.3119683474672582,0.9992597618357202,0.9993554616857859,0.9991578903000501,-0.9822100143445706,0.9978178275179066,0.9894812477510849,0.9983955997007741,0.9875750292848594,0.6204685549345644,0.9966595586298784,0.9906299243128018,0.9784112177872942,0.9983182152039418,-0.9962762200478372,0.8600743035850598
DG,0.9914934003925373,0.9925268836554213,0.9838469408255223,0.9922580982806006,-0.9692193067694157,-0.9622552571168457,-0.039269165398045085,0.9898735210628556,0.9912780211022167,0.9915888608377122,0.43413950554073694,-0.8744688000359252,0.9913804790594832,0.9805640356980708,0.987787903486525,0.6948578748542115,0.9901931884393186,0.9915206139224507,1.0,-0.9338662441851466,0.9924982167966975,-0.9281919063235803,0.9873520580127205,0.9682515483992132,-0.974079281802742,0.8000353465770369,0.991389730940263,-0.9621228107899149,0.9874189356019277,0.974513576156926,0.9909095198441938,0.9917326342504927,-0.9562164491561624,0.9891121520066054,0.3165473520619696,0.9927632855299895,0.9921125872294194,0.9928658530401916,-0.9689043846325529,0.9922730957130226,0.9843353430131925,0.9904042968300358,0.9787465633036811,0.5936515115044302,0.9872657092689006,0.9888100335114831,0.966064653489298,0.9919760464013131,-0.9890117899527547,0.8728977742767636
DOW,-0.9442948994939666,-0.931064891451537,-0.8976497872046068,-0.9322765845324861,0.861207184170804,0.8472207244191957,0.16778677651582086,-0.9320726713572705,-0.9317253042834115,-0.927876095368939,-0.5349260819855681,0.7998901148474645,-0.9193231927869518,-0.891922730037267,-0.9024175459235061,-0.45852462105395764,-0.9289536333601476,-0.9281755380732513,-0.9338662441851466,1.0,-0.9285894823308559,0.9857898031488299,-0.9071467054111547,-0.9711323478856961,0.8952211457967961,-0.8979218641838523,-0.9205033268335989,0.9644820836386399,-0.9449909952797656,-0.9119288828192091,-0.9463204045132185,-0.9300125087381467,0.8489242079546813,-0.9430887503217591,-0.18755323796440806,-0.9324647613534065,-0.9285073862296924,-0.9282921595666715,0.9108928898070289,-0.9375661418266398,-0.9196707007090558,-0.9233793235049088,-0.9013796797727515,-0.4060456106586166,-0.9028113614368443,-0.9496068619246016,-0.8587985371981035,-0.9190374381722205,0.9394107605223673,-0.9140168973836965
DUK,0.997646146157332,0.9997558016301307,0.9953187437732366,0.9992587706957684,-0.9803307089097035,-0.9690190367594292,-0.024568811083607096,0.994263147860171,0.9984180815855225,0.9994549567695095,0.4204439345010224,-0.8856614409483423,0.9990682139559278,0.988759743969767,0.9970323777974697,0.7131261484356832,0.9972589823860323,0.9988417680480471,0.9924982167966975,-0.9285894823308559,1.0,-0.9216798141563002,0.9953294695115437,0.9664330687064399,-0.9854585672669278,0.7815087073761154,0.9981105302250891,-0.9665965613070736,0.9902585062055609,0.9799827591730496,0.9974889250479216,0.9987268996996884,-0.9702363425019153,0.9938549259986766,0.33708546590479865,0.9991753188637067,0.9993852594789794,0.9995186118544274,-0.9764334054166746,0.9970955088597675,0.9923367156919559,0.998093154937024,0.9900638228498843,0.631409149898779,0.9955817620123586,0.9937392957846699,0.9739190675977853,0.998927903102618,-0.9954820918810547,0.8618676725988387
DVN,-0.9348209540801141,-0.9236754865914186,-0.8904191328499598,-0.9238584340757062,0.8579637008265449,0.8414528920625615,0.17522903176717092,-0.9276521416304616,-0.92629161832674,-0.9198495512556102,-0.5204751023730038,0.7937571150065339,-0.912661209203529,-0.885456313305926,-0.8943771176551136,-0.47203002945294176,-0.9253294045911716,-0.9221285233470472,-0.9281919063235803,0.9857898031488299,-0.9216798141563002,1.0,-0.8985675410231768,-0.9598474519142683,0.8912462643592866,-0.882750759194892,-0.9178641760109079,0.9589273729314785,-0.9319705031627166,-0.9149400172322215,-0.9358535144181238,-0.9244049178892916,0.8491770936299593,-0.9352730260691745,-0.16728880963442444,-0.9258816050000731,-0.9226765647922451,-0.9217417800225758,0.9099155399384926,-0.9315183519002614,-0.9065626744024743,-0.912767324357394,-0.8923415814679518,-0.4108585796091882,-0.8991381016468813,-0.9390380845526625,-0.8579286548299908,-0.9127348795777529,0.9278381213993268,-0.8992658167626094
FANG,0.9918861187292329,0.9954079158244737,0.9925518658021977,0.9955474954367057,-0.987078727018813,-0.9749764793212202,-0.05440008883662966,0.9933135294186058,0.9961517625448287,0.9949306739808558,0.3587807683716247,-0.9103977872045247,0.9973942472542621,0.9924825331041672,0.997874603806702,0.7224443116134609,0.9932787055045108,0.9965985275222348,0.9873520580127205,-0.9071467054111547,0.9953294695115437,-0.8985675410231768,1.0,0.9513127536211217,-0.9922746939131044,0.7474079344031974,0.9950890878305082,-0.9573622247092691,0.9832253087083527,0.9775877914356279,0.9896059068216347,0.9965196750584717,-0.9824113840077192,0.9808772542980053,0.3068745853320391,0.9962878299996306,0.9959118941158734,0.9959477704970889,-0.985171819638282,0.9947846598394227,0.9869465789470936,0.9969286777444683,0.9817175492660278,0.6129536380900433,0.9963515840056126,0.9824519504736886,0.9839450709121974,0.9957447106387427,-0.9921860361772586,0.8327613242586335
FITB,0.9762773360524877,0.9687316691121708,0.9459012899804276,0.9675722625684529,-0.9045288839837147,-0.8937147134184172,-0.0787465634110538,0.9703074901563036,0.9672277324743901,0.9642625095589492,0.5671313843828412,-0.8330839634874578,0.9591009284159953,0.9413315907986575,0.949950846712984,0.5915633785296738,0.9664795007521392,0.9658444305178018,0.9682515483992132,-0.9711323478856961,0.9664330687064399,-0.9598474519142683,0.9513127536211217,1.0,-0.9339482517453973,0.9107701203628747,0.9593025911578544,-0.9729451385583726,0.970996995608498,0.9573129593484684,0.975048287706603,0.968034985049217,-0.9019623386028722,0.9721318574180196,0.2521549358500239,0.9676498850375456,0.9654813108343042,0.9645945366681846,-0.9401931167929497,0.971712068815719,0.9631573429408988,0.9630068586651189,0.9466400253205886,0.5138778271867601,0.9521568945808795,0.9803829957471488,0.9110790904681895,0.9598256091280724,-0.9669352103805332,0.949644886430403
GIS,-0.9805907321855531,-0.986097019740405,-0.9830678000734475,-0.9854560853632369,0.986089604149539,0.9686464099263737,0.08210970113788271,-0.9868636877479784,-0.9898587509028609,-0.9851664928292708,-0.31813157030369404,0.9253636794694333,-0.9892836285859018,-0.9902829202932186,-0.9892654545021453,-0.7186920371675172,-0.9864184557110024,-0.9888687676539328,-0.974079281802742,0.8952211457967961,-0.9854585672669278,0.8912462643592866,-0.9922746939131044,-0.9339482517453973,1.0,-0.7163717425760663,-0.9880161004547303,0.9481959853552447,-0.9712262062471333,-0.9743508470233861,-0.9776861031326518,-0.9885692264676937,0.9905421952545898,-0.965812925843648,-0.2657660398482244,-0.9874626442529972,-0.9871108560917542,-0.9872815320066173,0.9887954302286075,-0.9867513478783224,-0.9709101671159689,-0.9868459188642436,-0.970909338120585,-0.6081996233163267,-0.9898790166967337,-0.9675838187352936,-0.9852123736281697,-0.9852120212154255,0.9847800498404944,-0.8036422515398464
HBAN,0.806091323679029,0.786104641362863,0.7393156374925366,0.7838865301060175,-0.6595911128070521,-0.6541106522977301,-0.09215161756613027,0.7936266256255564,0.7828946923626632,0.7763903475984688,0.7374900708552422,-0.6123427022555968,0.762942777566034,0.7343100651185782,0.7443007758482523,0.34174079072536256,0.7844682039479266,0.7790808683650632,0.8000353465770369,-0.8979218641838523,0.7815087073761154,-0.882750759194892,0.7474079344031974,0.9107701203628747,-0.7163717425760663,1.0,0.7673509715705717,-0.8398957098937408,0.8079063495400428,0.7875807344764596,0.805120378945204,0.7840789087037673,-0.6635077405331424,0.8080643809688022,0.11331718204575818,0.7834885023941035,0.7783128674692739,0.7765325834726374,-0.7408376336808999,0.7955751101064266,0.7861734236274027,0.772939759325101,0.7511329134546294,0.3034247636586022,0.7523687680969147,0.8287166043134369,0.6825625930422506,0.7671598212216437,-0.7855348293682738,0.9551927415038037
HON,0.9945473369381024,0.997913521231698,0.9950795919949988,0.9970045053932408,-0.9832059603344515,-0.9700407543167012,-0.02695863955998516,0.9945392690729473,0.9979139165520011,0.9979986473725786,0.4110286210049306,-0.8937776752463963,0.9986337803636349,0.9908643264411329,0.9971295515606919,0.7222851773832805,0.9976364417101323,0.9984288843100353,0.991389730940263,-0.9205033268335989,0.9981105302250891,-0.9178641760109079,0.9950890878305082,0.9593025911578544,-0.9880161004547303,0.7673509715705717,1.0,-0.9594331420323357,0.9878670207091683,0.9836782112344681,0.9939195144222022,0.9981217483480962,-0.9756686858715881,0.990409600142423,0.3270801076340319,0.9979576668626566,0.9986620797171359,0.9986452869505842,-0.9793474229734148,0.996239771235993,0.9869323063856055,0.9964757058546401,0.989400297790167,0.6370844991016364,0.9974373853426125,0.9886718937363548,0.9802418972021832,0.9983086613086466,-0.9938236303162782,0.8514672035175975
HPQ,-0.9749509218139435,-0.9684696904595882,-0.946944521763475,-0.968813920412094,0.9223407118933024,0.9097608913573172,0.13691737724560216,-0.9676972571356726,-0.9684226460217389,-0.9655824082229586,-0.45101771902259896,0.8544321341508829,-0.961861793090994,-0.940006779392167,-0.9521160075896423,-0.5819993326654433,-0.9642281147368239,-0.9667755275049962,-0.9621228107899149,0.9644820836386399,-0.9665965613070736,0.9589273729314785,-0.9573622247092691,-0.9729451385583726,0.9481959853552447,-0.8398957098937408,-0.9594331420323357,1.0,-0.9646457113814937,-0.946873463550101,-0.9739626769836199,-0.9676088753817027,0.9165403747331519,-0.9667583512683475,-0.24653108438306948,-0.9687638665901571,-0.9665901300314437,-0.966219903906121,0.958048376915289,-0.9711772447965304,-0.9618877258461871,-0.9635409211650858,-0.9394987658852939,-0.5002399441202463,-0.9499255355592358,-0.9742565042260279,-0.9119191677669218,-0.9594187922463412,0.9700614266920278,-0.8824311661921825
IBM,0.9922969200017354,0.990838603228002,0.9817578172991627,0.9909388227336912,-0.9626531988639382,-0.950356078487525,-0.030007138469784714,0.9893999731774679,0.9891673749079645,0.9908408516898629,0.44276230933826555,-0.8675303951643152,0.9879430915831928,0.9771064234250338,0.9840204042300473,0.6594241842104777,0.9882686452197177,0.9890968333524991,0.9874189356019277,-0.9449909952797656,0.9902585062055609,-0.9319705031627166,0.9832253087083527,0.970996995608498,-0.9712262062471333,0.8079063495400428,0.9878670207091683,-0.9646457113814937,1.0,0.9697352413227924,0.9929167258532932,0.9889953857698215,-0.9487504068242039,0.99019219580654,0.31613701672485206,0.9909328198160959,0.9902889277966981,0.9906956011288738,-0.96427805424327,0.9889607885812224,0.983955786407722,0.9884937253767427,0.9798379306013452,0.5856408463062699,0.9822224259103223,0.9895926743543695,0.9594185988636683,0.9885253667378755,-0.9888966167474943,0.8771128989070569
