,Materi×Energy_r20,Materi×Consum_r20,Materi×Health_r20,Consum×Health_r20,Consum×Utilit_r20,Energy×Utilit_r20,Financ×Real E_r20,Inform×Consum_r20,Indust×Materi_r20
1962-05-15,,,,0.6390866082269137,0.3501107999186861,0.46176015867220593,,,
1962-05-16,,,,0.6284208098730425,0.34162286673602577,0.4704935914279903,,,
1962-05-17,,,,0.6405707720407376,0.3049027038087538,0.43614461266080656,,,
1962-05-18,,,,0.6392165125922358,0.2973388610241719,0.4379466985315066,,,
1962-05-21,,,,0.6391324907419871,0.29591740662712684,0.4359105130911228,,,
1962-05-22,,,,0.6625677859765581,0.3182807488636326,0.4499736976821248,,,
1962-05-23,,,,0.6083227183628697,0.3373769010592206,0.4566068448985959,,,
1962-05-24,,,,0.578204681426255,0.36527260139715206,0.4938405141693835,,,
1962-05-25,,,,0.46243747562610465,0.23251861859189005,0.6702594280127382,,,
1962-05-28,,,,0.6535637195741631,0.6183034600917714,0.8504875167716058,,,
1962-05-29,,,,0.6374143868812636,0.5198093263200602,0.9196310884709683,,,
1962-05-30,,,,0.6256357719817189,0.5411451097670044,0.9341591168119024,,,
1962-05-31,,,,0.6846341824549274,0.6282223898917578,0.9278055634164947,,,
1962-06-01,,,,0.6864561844503974,0.6207865982134454,0.9136430284175396,,,
1962-06-04,,,,0.7239220469459102,0.6411342550399686,0.9172125646857744,,,
1962-06-05,,,,0.6558575806135682,0.641865306057216,0.9166346865556707,,,
1962-06-06,,,,0.6912792433145061,0.662666869642114,0.9160803507158402,,,
1962-06-07,,,,0.6872981393852163,0.6629612872996153,0.9228105625384984,,,
1962-06-08,,,,0.7185734075689983,0.687799322119536,0.921290154136806,,,
1962-06-11,,,,0.7094208036131108,0.6786471436010939,0.9188786594839946,,,
1962-06-12,,,,0.7241558932255502,0.6737217525152341,0.9159249315311284,,,
1962-06-13,,,,0.7267718079116117,0.673286791411336,0.9156567197486243,,,
1962-06-14,,,,0.7297176553298694,0.6777094548185288,0.9100815923257204,,,
1962-06-15,,,,0.7841302533693786,0.6470252331204033,0.9041803210168169,,,
1962-06-18,,,,0.7835011881600371,0.6487309584258546,0.9044335910894521,,,
1962-06-19,,,,0.7870747037473235,0.6481679352130386,0.8967559525784075,,,
1962-06-20,,,,0.7879567153863112,0.6473257295845647,0.8960003200662953,,,
1962-06-21,,,,0.7907900882810968,0.6493465753477267,0.8983315957090467,,,
1962-06-22,,,,0.8350513883563414,0.713366218460275,0.909874900573108,,,
1962-06-25,,,,0.8004322754203552,0.5476155459310101,0.8476774992390876,,,
1962-06-26,,,,0.8016404948334752,0.7472659910084374,0.6218193838513135,,,
1962-06-27,,,,0.8022042702381927,0.7480193053686756,0.5990521164798959,,,
1962-06-28,,,,0.8188055816209249,0.7779976652706817,0.6889446073736983,,,
1962-06-29,,,,0.8174825620539627,0.7959458104835632,0.7174332521490047,,,
1962-07-02,,,,0.7979212964430817,0.7707650264441538,0.6825043639360694,,,
1962-07-03,,,,0.8670508111152804,0.7121013766803498,0.582460796345101,,,
1962-07-04,,,,0.8707214072251162,0.6830247617832418,0.5490824381126581,,,
1962-07-05,,,,0.874221582068598,0.689531371278737,0.557080555557638,,,
1962-07-06,,,,0.8848048323308497,0.6583541840563968,0.5718403060997218,,,
1962-07-09,,,,0.8988647341488157,0.6781428470915791,0.562369605238677,,,
1962-07-10,,,,0.880057912451019,0.6644577103474733,0.5151744608568604,,,
1962-07-11,,,,0.8433589315741599,0.6535674658499585,0.4982127645009224,,,
1962-07-12,,,,0.8268964628411181,0.63897126427942,0.42672684412143613,,,
1962-07-13,,,,0.780293533237922,0.7103801639594814,0.4615097786372827,,,
1962-07-16,,,,0.7866823011343315,0.6778273420046619,0.46654978573427675,,,
1962-07-17,,,,0.7904316163374397,0.6922450610072927,0.5215658482623599,,,
1962-07-18,,,,0.802284655995657,0.7073858265006415,0.5404262843518467,,,
1962-07-19,,,,0.7885185553525579,0.6715742416002871,0.48574370100061937,,,
1962-07-20,,,,0.7664726707859306,0.6348472884346995,0.45848170164017304,,,
1962-07-23,,,,0.844085060988222,0.6322307243959799,0.4712695537557339,,,
1962-07-24,,,,0.834892846009661,0.6278870893106719,0.4561679704206177,,,
1962-07-25,,,,0.8281990654139532,0.6042933390375151,0.49783548533826383,,,
1962-07-26,,,,0.7495769784985942,0.371792095592205,0.3093327410765765,,,
1962-07-27,,,,0.777956878296105,0.3734012009960502,0.29668843562639985,,,
1962-07-30,,,,0.7446852453270065,0.4046885546599017,0.3316266915802906,,,
1962-07-31,,,,0.7386779362264907,0.30646465606400136,0.3037737223037306,,,
1962-08-01,,,,0.7391689225099015,0.3333082400796043,0.363655020187693,,,
1962-08-02,,,,0.6584509867834207,0.29790818708975814,0.3420286674500874,,,
1962-08-03,,,,0.5435932998754897,0.38236918009243975,0.34871970822941434,,,
1962-08-06,,,,0.5618401363061186,0.4340856779865583,0.37682271353184754,,,
1962-08-07,,,,0.641190601010098,0.4377032679069451,0.4209108847123304,,,
1962-08-08,,,,0.7152599664254916,0.40439589225877653,0.41173503547271706,,,
1962-08-09,,,,0.7436474546016153,0.4013371109560267,0.40339107200051105,,,
1962-08-10,,,,0.7292389000267075,0.34814215780413327,0.3787985901945875,,,
1962-08-13,,,,0.7253457428513027,0.44077723850852335,0.3671086443173713,,,
1962-08-14,,,,0.7067836946343665,0.40197127720311915,0.31042156903772844,,,
1962-08-15,,,,0.6977156679944875,0.2455636164835804,0.2015960551221241,,,
1962-08-16,,,,0.7046557317504122,0.25946838655338816,0.1957913577167886,,,
1962-08-17,,,,0.6958945361882853,0.26035395962112196,0.1733405960881461,,,
1962-08-20,,,,0.686645059767231,0.2955174186994758,0.30081643484611975,,,
1962-08-21,,,,0.6902723127174066,0.28700829060964245,0.314516635427162,,,
1962-08-22,,,,0.6251351826689187,0.3058915267826535,0.36429568887883845,,,
1962-08-23,,,,0.5606597010615628,0.3224962840256627,0.35038576983084346,,,
1962-08-24,,,,0.5717855061247155,0.3107931796788669,0.41270000158244374,,,
1962-08-27,,,,0.5239014669269071,0.1858760526336069,0.3020806972888687,,,
1962-08-28,,,,0.5060167118067361,0.2468468193119595,0.5207386216396694,,,
1962-08-29,,,,0.5146207836852905,0.1827268960469669,0.412454040769146,,,
1962-08-30,,,,0.592386609592104,0.21642810718380953,0.4176063495982576,,,
1962-08-31,,,,0.6131119558686914,0.23502673861967466,0.46182104023182846,,,
1962-09-03,,,,0.5960420027581727,0.1551068896741896,0.40621963233353936,,,
1962-09-04,,,,0.43748504980637226,0.12987207787694185,0.4057842316181375,,,
1962-09-05,,,,0.3207069369160476,0.2297931807304384,0.4065811349631182,,,
1962-09-06,,,,0.341044246021971,0.29694597439308046,0.35848325088106103,,,
1962-09-07,,,,0.3545866036653413,0.44239813162578495,0.3964995172739123,,,
1962-09-10,,,,0.3483642189209019,0.4354366060853913,0.37975208125088,,,
1962-09-11,,,,0.41185098268296705,0.4785530077881969,0.3852613339068656,,,
1962-09-12,,,,0.3826840077046267,0.5945456032198106,0.4149922706132021,,,
1962-09-13,,,,0.3806592914081086,0.6178723441128624,0.41821143773886993,,,
1962-09-14,,,,0.3833877536749365,0.6580847671381063,0.47550506044270363,,,
1962-09-17,,,,0.41069410557504415,0.564864010687941,0.29595038132565404,,,
1962-09-18,,,,0.32775332551344094,0.42890030263015777,0.3162473668838711,,,
1962-09-19,,,,0.27224189197130805,0.38389477166823216,0.3384044894484517,,,
1962-09-20,,,,0.363037672582048,0.39829368676906696,0.3288421891173005,,,
1962-09-21,,,,0.45540468071218426,0.5736027126056202,0.535034403526928,,,
1962-09-24,,,,0.5407105287720189,0.6204558021588631,0.4773926728096805,,,
1962-09-25,,,,0.5267132781214344,0.6068264651378749,0.45479358890624233,,,
1962-09-26,,,,0.5640574277042788,0.6550350617840327,0.5600697495875671,,,
1962-09-27,,,,0.5500518103967577,0.6329590917922376,0.577339500237177,,,
1962-09-28,,,,0.5085114807176251,0.5529655589748242,0.5501097905957286,,,
1962-10-01,,,,0.5114122447017958,0.5604019682029096,0.5503107220664882,,,
1962-10-02,,,,0.5634066671712354,0.5357912507424646,0.5437154657190896,,,
1962-10-03,,,,0.5112291958924975,0.5541611227945908,0.5717981598366328,,,
1962-10-04,,,,0.49608242850813034,0.5348503655822053,0.6008716214684278,,,
1962-10-05,,,,0.5051627226449562,0.519353322974194,0.5838798245153485,,,
1962-10-08,,,,0.4903787098333549,0.35951703520325945,0.5692306847263178,,,
1962-10-09,,,,0.49779248167894524,0.33052238061699196,0.5546381332739173,,,
1962-10-10,,,,0.45187639468238544,0.31652518228508364,0.5638844455022715,,,
1962-10-11,,,,0.42530528683720337,0.3061647383612924,0.5729875938526034,,,
1962-10-12,,,,0.4236886633943612,0.2946814424471618,0.5573647194835802,,,
1962-10-15,,,,0.4395670296779968,0.30687386274250883,0.5630625397214575,,,
1962-10-16,,,,0.47390393331535213,0.3398669423464765,0.5551378575792925,,,
1962-10-17,,,,0.5454315551100035,0.3762710124270057,0.5557326124896301,,,
1962-10-18,,,,0.5008397958244227,0.3807726692023041,0.5885751009285806,,,
1962-10-19,,,,0.47449395536959543,0.27358091485271585,0.5764654724676529,,,
1962-10-22,,,,0.3793860242891891,0.30456908061277016,0.6697411450320491,,,
1962-10-23,,,,0.6362964601571244,0.6024777467247461,0.8358063585856801,,,
1962-10-24,,,,0.7147361429231703,0.53515322125899,0.6630296365749666,,,
1962-10-25,,,,0.7137305625892898,0.5522981028280225,0.6592782049033867,,,
1962-10-26,,,,0.7299401380788226,0.5294368655206843,0.61678337176273,,,
1962-10-29,,,,0.770009216249263,0.5979157838501993,0.6711101423892117,,,
1962-10-30,,,,0.7910674496306365,0.6246316740266143,0.6685226638352572,,,
1962-10-31,,,,0.8039994017832592,0.5986503801177318,0.6520932590451399,,,
1962-11-01,,,,0.8067579080324772,0.5778895476022515,0.6399309846236438,,,
1962-11-02,,,,0.7968168195090524,0.6216593182963783,0.662950619308497,,,
1962-11-05,,,,0.8054734532527404,0.6863321502724765,0.686036213103369,,,
1962-11-06,,,,0.809349494032227,0.6937484978021812,0.6897539587185947,,,
1962-11-07,,,,0.7899403852181435,0.6918688798297686,0.6920856721100798,,,
1962-11-08,,,,0.7924262658380828,0.678711736942878,0.6985403308210185,,,
1962-11-09,,,,0.7781135868011722,0.6732997163657142,0.6703203926281116,,,
1962-11-12,,,,0.7813168920357667,0.683724850881553,0.6741822306348565,,,
1962-11-13,,,,0.7773651091615195,0.6817631926108716,0.650727176467697,,,
1962-11-14,,,,0.7745703878340928,0.6611362424635314,0.643878801303646,,,
1962-11-15,,,,0.8165916097975341,0.6588227868590382,0.6117233866212205,,,
1962-11-16,,,,0.7941404743350331,0.5839995309531764,0.5989871026414294,,,
1962-11-19,,,,0.8256819109006548,0.5286001518064115,0.5755019330838089,,,
1962-11-20,,,,0.7362769492944591,0.24655690540802375,0.26886961785438224,,,
1962-11-21,,,,0.7242059804141469,0.28246286630257395,0.525447400831465,,,
1962-11-22,,,,0.7044105389015226,0.23543167133016044,0.48329277560210554,,,
1962-11-23,,,,0.6791877901797605,0.20287021631864288,0.37895908377053417,,,
1962-11-26,,,,0.6969712080264462,0.07810949054183305,0.2695440380015175,,,
1962-11-27,,,,0.703885188945401,0.02833924036871329,0.2931446290524623,,,
1962-11-28,,,,0.5713645256793706,0.07330405250469575,0.27407969816583116,,,
1962-11-29,,,,0.579182283964458,0.0816415768706977,0.19505075792125343,,,
1962-11-30,,,,0.48351444060285914,-0.11040917854695183,0.19172892086501772,,,
1962-12-03,,,,0.4848657873018036,-0.17585459908478007,0.07932940335621962,,,
1962-12-04,,,,0.49630175702679463,-0.04526151390768066,0.10623542267779294,,,
1962-12-05,,,,0.4942109513151154,-0.035159294771228165,0.05810304120094343,,,
1962-12-06,,,,0.5467371626520752,0.006365263028303639,-0.017306208314049873,,,
1962-12-07,,,,0.582518509324941,-0.006308113571698495,0.04764286688816127,,,
1962-12-10,,,,0.6300777650837337,-0.09586508837667636,-0.018273832116599338,,,
1962-12-11,,,,0.5525710887205317,-0.13024746156348765,-0.01387984474532798,,,
1962-12-12,,,,0.5433112130060581,-0.11672718401181956,0.011955876578249437,,,
1962-12-13,,,,0.5544918091463752,-0.09836643745482608,0.12462691125986462,,,
1962-12-14,,,,0.5381428069669162,-0.08485192726923273,0.14928971326702603,,,
1962-12-17,,,,0.46247573480751863,-0.06284224924516947,0.1481087769623896,,,
1962-12-18,,,,0.4851415192096313,-0.03611489795058036,0.18374202505487713,,,
1962-12-19,,,,0.48187778045455104,-0.040752190012111056,0.1693529408314468,,,
1962-12-20,,,,0.48122755326899297,-0.013309065139213533,0.18139126752735096,,,
1962-12-21,,,,0.5111010064183428,-0.013109175292279018,0.2811180717390181,,,
1962-12-24,,,,0.46617323585357506,0.04919622801115432,0.29119105158500513,,,
1962-12-25,,,,0.3498021578501375,0.07406365811895432,0.28710684639452416,,,
1962-12-26,,,,0.48499535092666957,0.07221376028799642,0.3290923919756742,,,
1962-12-27,,,,0.49126159204015435,0.06758457762143123,0.4103030873851084,,,
1962-12-28,,,,0.4841325124022565,0.22034997622467753,0.4078277452031223,,,
1962-12-31,,,,0.48221430129897663,0.22364849318457222,0.40617950904501515,,,
1963-01-01,,,,0.3440229936563994,0.053468407807498224,0.3691946190415784,,,
1963-01-02,,,,0.4141550256488787,0.05391273612328122,0.3488477632136135,,,
1963-01-03,,,,0.42352496426447633,-0.036290815009576385,0.2857251368314505,,,
1963-01-04,,,,0.6233325500073389,-0.20306044176722976,0.2797707267061221,,,
1963-01-07,,,,0.5590666036450932,-0.12195756933522951,0.35426107785823935,,,
1963-01-08,,,,0.6700080597561123,-0.07099045450028883,0.37484156628821647,,,
1963-01-09,,,,0.68620861310865,-0.02057843375658646,0.3825644352361362,,,
1963-01-10,,,,0.687354482746058,-0.04696218999983177,0.3256834280370069,,,
1963-01-11,,,,0.7309185962278046,0.0948119604281043,0.31522545834106747,,,
1963-01-14,,,,0.7502777336725238,0.009406281261629462,0.2785984097722966,,,
1963-01-15,,,,0.551285076747293,-0.10160287286989712,0.20115604585071584,,,
1963-01-16,,,,0.5433851899492477,-0.1483431246291041,0.20857101770366285,,,
1963-01-17,,,,0.5305571064577409,-0.2439760989002722,0.16609134331534273,,,
1963-01-18,,,,0.5043988511795889,-0.20323567987737348,0.10016225446863643,,,
1963-01-21,,,,0.4879563630230405,-0.2525179821970045,0.09942109912603782,,,
1963-01-22,,,,0.4818983198997769,-0.28455414410613883,0.06938999675592955,,,
1963-01-23,,,,0.4736004418471767,-0.28458208553577935,0.05196690815631057,,,
1963-01-24,,,,0.3937846735250491,-0.13313661434660073,-0.016634263713355017,,,
1963-01-25,,,,0.36245548978538505,-0.030980222014684214,0.015002894576798457,,,
1963-01-28,,,,0.3511577508385606,-0.04060549834727892,-0.03734022968012124,,,
1963-01-29,,,,0.35011836786860434,-0.03198659089595038,-0.028507406676167524,,,
1963-01-30,,,,0.4384193894350357,0.09077491085935671,0.019911997761642996,,,
1963-01-31,,,,0.39787740046155706,0.11251013608258598,-0.1124474739374326,,,
1963-02-01,,,,0.18815525549199963,0.2674320647091511,-0.0952774168557739,,,
1963-02-04,,,,0.17041309997440393,0.23780378514383732,-0.0954645349921695,,,
1963-02-05,,,,0.23032228497173668,0.24416798253961966,-0.19760892884426928,,,
1963-02-06,,,,0.14905557494520882,0.3507597820039173,-0.23096477838497256,,,
1963-02-07,,,,0.1597567419314226,0.414506600579215,-0.09115035376782554,,,
1963-02-08,,,,0.14424560143313805,0.41540402477975835,-0.014563928411107267,,,
1963-02-11,,,,0.048647827600992365,0.5248356435281327,-0.16407408919088995,,,
1963-02-12,,,,0.26345944750022854,0.5316759996001854,-0.16433214689826825,,,
1963-02-13,,,,0.25919674314659136,0.5475222284763398,-0.1462777855748822,,,
1963-02-14,,,,0.19850334047068227,0.5267640124049482,-0.15140879991519346,,,
1963-02-15,,,,0.19967332711758826,0.5344603931152578,-0.1083378388361682,,,
1963-02-18,,,,0.18557980026824358,0.5426429537483562,-0.13208723436977413,,,
1963-02-19,,,,0.23408117547743576,0.525432625526617,-0.11310383434911839,,,
1963-02-20,,,,0.24522008142543053,0.5302159830221536,-0.12567829388009266,,,
1963-02-21,,,,0.373680446858536,0.5482821629766582,0.04370778882959706,,,
1963-02-22,,,,0.381516456353911,0.5939186140957542,-0.09573218406074281,,,
1963-02-25,,,,0.3856774591247253,0.6501986343606191,0.004624141990492927,,,
1963-02-26,,,,0.40004805583747755,0.6519750467630381,-0.00837336273560516,,,
1963-02-27,,,,0.2893837918233375,0.5896315529295727,0.03970591395892954,,,
1963-02-28,,,,0.33558484982803605,0.5690705874957076,0.0710200931448607,,,
1963-03-01,,,,0.28220768204123353,0.5367143102162095,0.04570162018892929,,,
1963-03-04,,,,0.3966579472552352,0.6830138608065013,0.3046928732416981,,,
1963-03-05,,,,0.38523845440087484,0.6917353347764703,0.3800899132549442,,,
1963-03-06,,,,0.33979030397339505,0.6972272554843977,0.35245820599463873,,,
1963-03-07,,,,0.36420847100537096,0.6923281603643416,0.3747435720288348,,,
1963-03-08,,,,0.39860780845354327,0.702483033009411,0.3806631979505273,,,
1963-03-11,,,,0.5333451005843831,0.6800780217097816,0.5371021444401818,,,
1963-03-12,,,,0.531833476966408,0.6696938387270523,0.5414715321663509,,,
1963-03-13,,,,0.5461876463936869,0.6536799256129389,0.5400796245080829,,,
1963-03-14,,,,0.6364893000264248,0.6739491854518723,0.5620448961317017,,,
1963-03-15,,,,0.5671026579552202,0.6574399098823583,0.5118681542981269,,,
1963-03-18,,,,0.5685180258944785,0.6494798684075094,0.5384327314691257,,,
1963-03-19,,,,0.5829128176995876,0.7648923791594799,0.5201487074767085,,,
1963-03-20,,,,0.6096016584396714,0.7711989644504287,0.5356256319966869,,,
1963-03-21,,,,0.5896839268887933,0.7343203141775773,0.5276640473743986,,,
1963-03-22,,,,0.5941235994750944,0.7301130633694981,0.5273916917921729,,,
1963-03-25,,,,0.5526971551052977,0.7319891040778838,0.5539052830726067,,,
1963-03-26,,,,0.5884824921264473,0.4769580576804651,0.6055302871103994,,,
1963-03-27,,,,0.6903405833743775,0.5042405253878558,0.4567605949491057,,,
1963-03-28,,,,0.6465719970621401,0.4871146983489635,0.4305800045362061,,,
1963-03-29,,,,0.6096973213169562,0.4525354092477803,0.44042772799613283,,,
1963-04-01,,,,0.5343740552599773,0.3625280522832178,0.33275192492412053,,,
1963-04-02,,,,0.41617544429900427,0.31570181495949257,0.3451882986082458,,,
1963-04-03,,,,0.3582136481920012,0.3246686313131391,0.35129707177637076,,,
1963-04-04,,,,0.24656149462133362,0.3513572138440024,0.3692743797989629,,,
1963-04-05,,,,0.13543222164466842,0.3625318774491339,0.35901359192509713,,,
1963-04-08,,,,0.04659993475494604,0.28405047409368905,0.3451051236498152,,,
1963-04-09,,,,0.028964731985610517,0.3222391724579375,0.330334185508913,,,
1963-04-10,,,,0.08495739398398781,0.22943354582855202,0.37202311702161905,,,
1963-04-11,,,,0.031182980363616348,0.15432566380917526,0.3028180962985464,,,
1963-04-12,,,,0.1267216672547949,0.16220376096562067,0.3400963463532441,,,
1963-04-15,,,,0.14162883868131534,0.10520738467457455,0.24567812683266305,,,
1963-04-16,,,,0.03645639865026759,0.030458508724158336,0.2103375649963108,,,
1963-04-17,,,,0.002025898718187391,0.02200941231006678,0.21968819247383087,,,
1963-04-18,,,,0.023778168457352207,0.022338831904795717,0.21141427372654936,,,
1963-04-19,,,,0.024376180134188286,0.02161504990922223,0.20990098705986293,,,
1963-04-22,,,,-0.023616212980880253,0.0044207843603392295,0.2356420708540918,,,
1963-04-23,,,,-0.10866280350083636,0.13774761286339296,0.11231367332305629,,,
1963-04-24,,,,-0.17821528352901714,0.0524912044072665,0.2559723268861092,,,
1963-04-25,,,,-0.19991193028104745,-0.05917482859216433,0.19809462661060104,,,
1963-04-26,,,,-0.2453394381383109,-0.013106250666364288,0.1480414885825789,,,
1963-04-29,,,,-0.2655709578090803,-0.14139098457852833,0.17929270060172103,,,
1963-04-30,,,,-0.20249774220981934,-0.13840200360467045,0.1733289576779309,,,
1963-05-01,,,,-0.19998917091819451,-0.16734856064253326,0.1406252903678423,,,
1963-05-02,,,,-0.12980394355845754,-0.3720579404257715,-0.057319302445218566,,,
1963-05-03,,,,-0.06383439806418692,-0.43647298493712483,-0.08079580807755678,,,
1963-05-06,,,,-0.02789435540747594,-0.41508376117091716,-0.061914102187169515,,,
