date,mkt_ret,vol21,avg_corr,state_id,regime,p_state_0,p_state_1,p_state_2,p_low_vol,p_high_vol_stress,p_normal,posterior_entropy,max_posterior,hard_regime,soft_regime,vol_next,entropy_bin
2025-09-10,-0.0001184836965498,0.0703008811134045,0.0957981311677459,0,low_vol,0.9999999997110648,1.4659764780613722e-22,2.8894065754708154e-10,0.9999999997110648,1.4659764780613722e-22,2.8894065754708154e-10,6.065920989558433e-09,0.9999999997100594,low_vol,low_vol,0.0727060162945092,low
2025-09-11,-0.0051566312170411,0.0727060162945092,0.0931638774140171,0,low_vol,0.999999998458577,5.439373306923675e-20,1.5414120701621366e-09,0.999999998458577,5.439373306923675e-20,1.5414120701621366e-09,2.9897870325275626e-08,0.999999998457588,low_vol,low_vol,0.0840257117388526,low
2025-09-12,0.0126913293515489,0.0840257117388526,0.0925699914727235,0,low_vol,0.9999958044419563,4.597850693010894e-19,4.195558043966216e-06,0.9999958044419563,4.597850693010894e-19,4.195558043966216e-06,5.1103391149053775e-05,0.999995804440956,low_vol,low_vol,0.0856366293042742,low
2025-09-15,0.0058937636128781,0.0856366293042742,0.1145102456915474,0,low_vol,0.9999531346553848,4.0750937041276596e-14,4.686534456703048e-05,0.9999531346553848,4.0750937041276596e-14,4.686534456703048e-05,0.00046788927389275286,0.9999531346544329,low_vol,low_vol,0.0918676499965895,low
2025-09-16,-0.0085673444739838,0.0918676499965895,0.1169109752452472,0,low_vol,0.999514711381136,9.257160072344998e-13,0.0004852886179283,0.999514711381136,9.257160072344998e-13,0.0004852886179283,0.003812350517739929,0.9995147113810716,low_vol,low_vol,0.0878693573401698,low
2025-09-17,0.0055876764234378,0.0878693573401698,0.1189271123045094,0,low_vol,0.999842059116218,9.618265679248393e-13,0.0001579408828321,0.999842059116218,9.618265679248393e-13,0.0001579408828321,0.0014021604942020325,0.9998420591161679,low_vol,low_vol,0.0874490481733355,low
2025-09-18,0.0032676528147296,0.0874490481733355,0.1159295600819922,0,low_vol,0.9999182724312324,4.165466589763294e-13,8.172756834964629e-05,0.9999182724312324,4.165466589763294e-13,8.172756834964629e-05,0.0007745715931771141,0.9999182724306505,low_vol,low_vol,0.0875518179406202,low
2025-09-19,0.0045357652280753,0.0875518179406202,0.1206483227571196,0,low_vol,0.9998772610499692,4.882056953378515e-13,0.0001227389495549,0.9998772610499692,4.882056953378515e-13,0.0001227389495549,0.0011178202100527142,0.9998772610494453,low_vol,low_vol,0.0876383889692463,low
2025-09-22,-0.0032548419089628,0.0876383889692463,0.1195415212524051,0,low_vol,0.9998139825724712,7.245491753228863e-12,0.0001860174202866,0.9998139825724712,7.245491753228863e-12,0.0001860174202866,0.0016237107731142451,0.9998139825724679,low_vol,low_vol,0.0913249381436373,low
2025-09-23,0.0102122117403126,0.0913249381436373,0.1183224972144254,0,low_vol,0.9991458749373248,6.380242254546647e-12,0.0008541250563018,0.9991458749373248,6.380242254546647e-12,0.0008541250563018,0.006270204453627937,0.9991458749373179,low_vol,low_vol,0.0907857212993327,low
2025-09-24,-0.0009363713782238,0.0907857212993327,0.1380785940616499,0,low_vol,0.9973353929024332,6.24381541585131e-11,0.0026646070351248,0.9973353929024332,6.24381541585131e-11,0.0026646070351248,0.01679941427341287,0.997335392902437,low_vol,low_vol,0.0922365403789758,low
2025-09-25,0.006737603834655,0.0922365403789758,0.1151097425397683,0,low_vol,0.9987188518321464,2.8528572619918578e-11,0.0012811481393116,0.9987188518321464,2.8528572619918578e-11,0.0012811481393116,0.00893197061385046,0.9987188518321598,low_vol,low_vol,0.0921606268384796,low
2025-09-26,0.0005900172002967,0.0921606268384796,0.1199784939523335,0,low_vol,0.9985458469073044,2.5794208350020983e-11,0.0014541530668985,0.9985458469073044,2.5794208350020983e-11,0.0014541530668985,0.00997036012747792,0.9985458469073073,low_vol,low_vol,0.0982924473689081,low
2025-09-29,0.0117654539091232,0.0982924473689081,0.1205786803937765,0,low_vol,0.9983923736110236,7.037754583639002e-11,0.0016076263185859,0.9983923736110236,7.037754583639002e-11,0.0016076263185859,0.01087571088793164,0.9983923736110365,low_vol,low_vol,0.0929369393975356,low
2025-09-30,-0.0034355693462037,0.0929369393975356,0.1300771957393447,0,low_vol,0.9973366500281604,2.4278242883818217e-11,0.0026633499475658,0.9973366500281604,2.4278242883818217e-11,0.0026633499475658,0.016792633454224215,0.997336650028156,low_vol,low_vol,0.08991387385942,low
2025-10-01,0.0065458545377121,0.08991387385942,0.1159889966814293,0,low_vol,0.9994624312924036,1.1880720880047932e-12,0.0005375687064008,0.9994624312924036,1.1880720880047932e-12,0.0005375687064008,0.0041729785283809015,0.9994624312924112,low_vol,low_vol,0.0884111595513485,low
2025-10-02,0.0062677176586117,0.0884111595513485,0.1000969583902209,0,low_vol,0.9999594021008432,9.746193786631605e-14,4.05978990685425e-05,0.9999594021008432,9.746193786631605e-14,4.05978990685425e-05,0.0004106223006921494,0.9999594020999315,low_vol,low_vol,0.0902669311027474,low
2025-10-03,-0.0028197917471697,0.0902669311027474,0.0905603795136406,0,low_vol,0.9999643398839604,5.438148378996327e-15,3.566011604004169e-05,0.9999643398839604,5.438148378996327e-15,3.566011604004169e-05,0.00036488922969021034,0.9999643398829601,low_vol,low_vol,0.089531434761231,low
2025-10-06,0.001648673361624,0.089531434761231,0.0859660904462827,0,low_vol,0.9999846286367728,2.3373535839016746e-15,1.5371363211788647e-05,0.9999846286367728,2.3373535839016746e-15,1.5371363211788647e-05,0.00016906069626698708,0.9999846286357883,low_vol,low_vol,0.0899116159154825,low
2025-10-07,-0.0007290919185343,0.0899116159154825,0.0840190194066712,0,low_vol,0.9999816391455388,1.6521971278618393e-15,1.836085444710149e-05,0.9999816391455388,1.6521971278618393e-15,1.836085444710149e-05,0.0001989702395185699,0.999981639144553,low_vol,low_vol,0.0904545895087483,low
2025-10-08,-0.0013887993549304,0.0904545895087483,0.0845141023175911,0,low_vol,0.9999778945165926,1.4850483398804665e-15,2.2105483394433327e-05,0.9999778945165926,1.4850483398804665e-15,2.2105483394433327e-05,0.00023581484214047277,0.9999778945156056,low_vol,low_vol,0.0900110487545392,low
2025-10-09,0.0026831019370439,0.0900110487545392,0.0856540078533159,0,low_vol,0.9999857288132994,9.05242429723108e-16,1.4271186699352516e-05,0.9999857288132994,9.05242429723108e-16,1.4271186699352516e-05,0.00015792520212400588,0.9999857288123006,low_vol,low_vol,0.0875030534186716,low
2025-10-10,-0.0023546543230923,0.0875030534186716,0.0853408277578144,0,low_vol,0.99998738911554,3.296807586070518e-17,1.261088446001906e-05,0.99998738911554,3.296807586070518e-17,1.261088446001906e-05,0.00014097202046247555,0.9999873891145401,low_vol,low_vol,0.0795414839497574,low
2025-10-13,0.0010710093473029,0.0795414839497574,0.0665904094734365,0,low_vol,0.9999996334466448,4.008459288488373e-17,3.665533594431948e-07,0.9999996334466448,4.008459288488373e-17,3.665533594431948e-07,5.278095683668983e-06,0.9999996334456407,low_vol,low_vol,0.0808013854038681,low
2025-10-14,-0.0038745359560923,0.0808013854038681,0.053717682030299,0,low_vol,0.9999990374258316,2.8828818188866745e-20,9.62574159901902e-07,0.9999990374258316,2.8828818188866745e-20,9.62574159901902e-07,1.3014393278705472e-05,0.9999990374248402,low_vol,low_vol,0.0731412095274028,low
2025-10-15,-0.0018500990448784,0.0731412095274028,0.0672571673463189,0,low_vol,0.999999992932942,2.180803169491463e-17,7.067058055131789e-09,0.999999992932942,2.180803169491463e-17,7.067058055131789e-09,1.2718679293060384e-07,0.9999999929319419,low_vol,low_vol,0.0821402844022529,low
2025-10-16,-0.0097245326507856,0.0821402844022529,0.0583667964697827,0,low_vol,0.999997308913504,1.2154443923438666e-18,2.69108648447326e-06,0.999997308913504,1.2154443923438666e-18,2.69108648447326e-06,3.386619463582473e-05,0.9999973089125155,low_vol,low_vol,0.0836491670072256,low
2025-10-17,-0.0039764479831063,0.0836491670072256,0.0804732422779442,0,low_vol,0.9999969803979356,9.6435205882365e-17,3.0196020720240733e-06,0.9999969803979356,9.6435205882365e-17,3.0196020720240733e-06,3.76838425726e-05,0.999996980396928,low_vol,low_vol,0.0844922803786687,low
2025-10-20,-0.004522277320607,0.0844922803786687,0.081729098755073,0,low_vol,0.9999954792505302,6.04064465174839e-17,4.520749470710208e-06,0.9999954792505302,6.04064465174839e-17,4.520749470710208e-06,5.475714791792159e-05,0.9999954792495293,low_vol,low_vol,0.0834361275989652,low
2025-10-21,0.0003831253125703,0.0834361275989652,0.0782971382017184,0,low_vol,0.9999978399533256,8.782878745099487e-18,2.1600466659516303e-06,0.9999978399533256,8.782878745099487e-18,2.1600466659516303e-06,2.7615478574988465e-05,0.9999978399523342,low_vol,low_vol,0.0801687361028568,low
2025-10-22,0.0076953823326178,0.0801687361028568,0.0827277397414675,0,low_vol,0.999999422286546,3.1780686232281912e-18,5.77713459703847e-07,0.999999422286546,3.1780686232281912e-18,5.77713459703847e-07,8.079398588261172e-06,0.9999994222855404,low_vol,low_vol,0.0801436486377299,low
2025-10-23,0.0018889612300796,0.0801436486377299,0.0714314269163022,0,low_vol,0.9999995312448352,1.9107010706203391e-19,4.687551717506499e-07,0.9999995312448352,1.9107010706203391e-19,4.687551717506499e-07,6.644782433337524e-06,0.9999995312438282,low_vol,low_vol,0.0773631786304298,low
2025-10-24,0.0025371476881409,0.0773631786304298,0.0737722946063485,0,low_vol,0.9999998865537584,2.067550603970952e-19,1.1344624932562746e-07,0.9999998865537584,2.067550603970952e-19,1.1344624932562746e-07,1.7546682576343608e-06,0.9999998865527507,low_vol,low_vol,0.0775234630558664,low
2025-10-27,0.0018426405237642,0.0775234630558664,0.0660531539560195,0,low_vol,0.9999998699201256,1.372637749118795e-21,1.3007988492041068e-07,0.9999998699201256,1.372637749118795e-21,1.3007988492041068e-07,1.995736198065736e-06,0.999999869919115,low_vol,low_vol,0.0727668401226574,low
2025-10-28,-0.0091249930128751,0.0727668401226574,0.0687603860356795,0,low_vol,0.999999996473406,4.068309168671384e-20,3.526596948486927e-09,0.999999996473406,4.068309168671384e-20,3.526596948486927e-09,6.57130336178425e-08,0.999999996472403,low_vol,low_vol,0.0724298321450984,low
2025-10-29,0.0018896781645724,0.0724298321450984,0.0650407600299782,0,low_vol,0.9999999945276272,2.1138583266647616e-23,5.472359590293432e-09,0.9999999945276272,2.1138583266647616e-23,5.472359590293432e-09,9.976652408916217e-08,0.9999999945266405,low_vol,low_vol,0.070669628977103,low
2025-10-30,-0.006136558148158,0.070669628977103,0.0614186965976612,0,low_vol,0.9999999989502442,8.248960993817104e-24,1.0497494118426555e-09,0.9999999989502442,8.248960993817104e-24,1.0497494118426555e-09,2.073675124414202e-08,0.9999999989492505,low_vol,low_vol,0.06574025377183,low
2025-10-31,-0.0018577604282049,0.06574025377183,0.0603405241724409,0,low_vol,0.9999999999836292,1.5550638607215883e-20,1.6364224760396222e-11,0.9999999999836292,1.5550638607215883e-20,1.6364224760396222e-11,4.108964395843464e-10,0.9999999999826358,low_vol,low_vol,0.083844246435932,low
2025-11-03,0.0139150283083242,0.083844246435932,0.0585318475735014,0,low_vol,0.9999994422463052,7.711449905003487e-22,5.577536880070119e-07,0.9999994422463052,7.711449905003487e-22,5.577536880070119e-07,7.818110103294075e-06,0.999999442245312,low_vol,low_vol,0.0925099041136981,low
2025-11-04,0.0109216440640052,0.0925099041136981,0.0890184496553083,0,low_vol,0.9999902623724246,2.181522206432529e-16,9.73762758190622e-06,0.9999902623724246,2.181522206432529e-16,9.73762758190622e-06,0.00011114484205902901,0.9999902623714181,low_vol,low_vol,0.0926441478291409,low
2025-11-05,0.0016145858568586,0.0926441478291409,0.1038471103044831,0,low_vol,0.999905984441931,6.654883201251373e-15,9.401555806369404e-05,0.999905984441931,6.654883201251373e-15,9.401555806369404e-05,0.0008790436429135826,0.9999059844409364,low_vol,low_vol,0.0937044510750561,low
2025-11-06,0.0044911320558549,0.0937044510750561,0.1028846172833773,0,low_vol,0.9999174780083492,6.219097759649751e-14,8.252199157865216e-05,0.9999174780083492,6.219097759649751e-14,8.252199157865216e-05,0.0007813740769498219,0.9999174780074216,low_vol,low_vol,0.0939574757012495,low
2025-11-07,0.0033908231393736,0.0939574757012495,0.1009068115578609,0,low_vol,0.9999013505790026,1.838672680800369e-13,9.864942080399252e-05,0.9999013505790026,1.838672680800369e-13,9.864942080399252e-05,0.000918049756463668,0.9999013505781961,low_vol,low_vol,0.0948018447399269,low
2025-11-10,-0.0041184085117046,0.0948018447399269,0.1009042076639489,0,low_vol,0.999649742366662,1.3994792511745522e-12,0.0003502576319399,0.999649742366662,1.3994792511745522e-12,0.0003502576319399,0.002855548629042007,0.9996497423666607,low_vol,low_vol,0.099887743884902,low
2025-11-11,-0.0088498277922963,0.099887743884902,0.1043770901612842,0,low_vol,0.9991333951708656,7.418148294285897e-12,0.000866604821713,0.9991333951708656,7.418148294285897e-12,0.000866604821713,0.006350372407565835,0.9991333951708689,low_vol,low_vol,0.0992990018216884,low
2025-11-12,0.0023439385893828,0.0992990018216884,0.1062479711089645,0,low_vol,0.9997239205745134,3.1547076704569616e-12,0.000276079422335,0.9997239205745134,3.1547076704569616e-12,0.000276079422335,0.0023106086995664287,0.9997239205745103,low_vol,low_vol,0.0996708727055462,low
2025-11-13,-0.0030091907860661,0.0996708727055462,0.1028015268377151,0,low_vol,0.9997256945151136,1.690935157463474e-12,0.0002743054832053,0.9997256945151136,1.690935157463474e-12,0.0002743054832053,0.002297371656911457,0.9997256945151036,low_vol,low_vol,0.094517549153702,low
2025-11-14,-0.0041775554091429,0.094517549153702,0.1018986298096193,0,low_vol,0.9997695344236966,2.0447363481469334e-13,0.0002304655761037,0.9997695344236966,2.0447363481469334e-13,0.0002304655761037,0.0019667379837836323,0.9997695344228966,low_vol,low_vol,0.0932884299109018,low
2025-11-17,-0.0005867659903977,0.0932884299109018,0.0861748573934125,0,low_vol,0.99996081263382,3.390024254532528e-14,3.918736615287165e-05,0.99996081263382,3.390024254532528e-14,3.918736615287165e-05,0.00039761702569315454,0.9999608126328472,low_vol,low_vol,0.0914866821305736,low
2025-11-18,0.00046683047121,0.0914866821305736,0.0864008031626571,0,low_vol,0.9999758546333734,6.0435483802588005e-15,2.414536660855133e-05,0.9999758546333734,6.0435483802588005e-15,2.414536660855133e-05,0.0002556357626292382,0.9999758546323915,low_vol,low_vol,0.0922793786177915,low
2025-11-19,-0.0027472875302697,0.0922793786177915,0.0832779345935337,0,low_vol,0.9999664976479052,1.1292327040491751e-14,3.350235208327511e-05,0.9999664976479052,1.1292327040491751e-14,3.350235208327511e-05,0.00034471354318472253,0.9999664976469167,low_vol,low_vol,0.0916946336939958,low
2025-11-20,-0.0065988107426912,0.0916946336939958,0.0853592351706085,0,low_vol,0.9999430851963051,1.3532595200466496e-14,5.6914803678432e-05,0.9999430851963051,1.3532595200466496e-14,5.6914803678432e-05,0.000558155004753168,0.9999430851953216,low_vol,low_vol,0.0916271088764899,low
2025-11-21,-0.0020033029061143,0.0916271088764899,0.0744507451014508,0,low_vol,0.9999813864705268,2.5735688279423333e-14,1.861352945278642e-05,0.9999813864705268,2.5735688279423333e-14,1.861352945278642e-05,0.00020147681876469292,0.9999813864695472,low_vol,low_vol,0.0943962513537291,low
2025-11-24,-0.0076036658097981,0.0943962513537291,0.0799255637453806,0,low_vol,0.9999313907373524,7.142735344881655e-16,6.860926265864826e-05,0.9999313907373524,7.142735344881655e-16,6.860926265864826e-05,0.000661170133767458,0.9999313907363415,low_vol,low_vol,0.1003370663714702,low
2025-11-25,0.009302551903757,0.1003370663714702,0.0805564406283669,0,low_vol,0.9999989644722082,1.4306351609163473e-14,1.0355277735063969e-06,0.9999989644722082,1.4306351609163473e-14,1.0355277735063969e-06,1.393189332880471e-05,0.9999989644712265,low_vol,low_vol,0.1012706507360745,low
2025-11-26,0.0100094186558713,0.1012706507360745,0.1052069136225846,0,low_vol,0.9999724418896284,8.996191848271642e-15,2.755811036781043e-05,0.9999724418896284,8.996191848271642e-15,2.755811036781043e-05,0.0002884513962438672,0.9999724418886321,low_vol,low_vol,0.1042422624729388,low
2025-11-27,-0.0068416610051328,0.1042422624729388,0.1069260521162705,0,low_vol,0.9995490285899848,1.8422242293544817e-12,0.0004509714081719,0.9995490285899848,1.8422242293544817e-12,0.0004509714081719,0.0035728724383944765,0.999549028589986,low_vol,low_vol,0.101788810877798,low
2025-11-28,-0.0003987896567532,0.101788810877798,0.110711952865968,0,low_vol,0.9995907289615892,5.061254862001515e-12,0.0004092710333517,0.9995907289615892,5.061254862001515e-12,0.0004092710333517,0.0032786499726927478,0.999590728961587,low_vol,low_vol,0.1018298084896959,low
2025-12-01,-0.0020023228671556,0.1018298084896959,0.1096052877066097,0,low_vol,0.9996269810247094,1.686434832345831e-12,0.0003730189736089,0.9996269810247094,1.686434832345831e-12,0.0003730189736089,0.0030197340452898544,0.9996269810247047,low_vol,low_vol,0.0897698603480277,low
2025-12-02,0.0028541931518923,0.0897698603480277,0.1096835458395164,0,low_vol,0.9998908798390882,2.5528055312242378e-15,0.0001091201609115,0.9998908798390882,2.5528055312242378e-15,0.0001091201609115,0.0010054721937423862,0.9998908798380887,low_vol,low_vol,0.0801978711219649,low
2025-12-03,-0.0008815920068477,0.0801978711219649,0.0863889539924315,0,low_vol,0.999999364410772,1.2762909606746645e-15,6.35589220002789e-07,0.999999364410772,1.2762909606746645e-15,6.35589220002789e-07,8.833560434118326e-06,0.9999993644097801,low_vol,low_vol,0.0853548426654043,low
2025-12-04,0.007938923803657,0.0853548426654043,0.0724315268030488,0,low_vol,0.999998009524424,4.764520532232805e-18,1.990475566616896e-06,0.999998009524424,4.764520532232805e-18,1.990475566616896e-06,2.5595697321245175e-05,0.9999980095234334,low_vol,low_vol,0.0853539318970953,low
2025-12-05,0.0044898780857824,0.0853539318970953,0.0804782067603686,0,low_vol,0.9999964719951312,2.0161742253767152e-17,3.528004857980263e-06,0.9999964719951312,2.0161742253767152e-17,3.528004857980263e-06,4.352886426344153e-05,0.999996471994142,low_vol,low_vol,0.0845966952618362,low
2025-12-08,-0.0029375004034401,0.0845966952618362,0.0814143943660346,0,low_vol,0.9999957097189398,7.70182880490346e-17,4.290281072000234e-06,0.9999957097189398,7.70182880490346e-17,4.290281072000234e-06,5.2169963917973375e-05,0.999995709717928,low_vol,low_vol,0.0840121971384418,low
2025-12-09,-0.0026682981205753,0.0840121971384418,0.0830271610135201,0,low_vol,0.9999965572808808,5.769393636398606e-18,3.4427191064437785e-06,0.9999965572808808,5.769393636398606e-18,3.4427191064437785e-06,4.2553285663954545e-05,0.9999965572798936,low_vol,low_vol,0.0785588403757974,low
2025-12-10,-6.991464058682239e-05,0.0785588403757974,0.085524548189317,0,low_vol,0.9999997851959056,9.719710075486609e-18,2.1480409957411894e-07,0.9999997851959056,9.719710075486609e-18,2.1480409957411894e-07,3.1975210431356973e-06,0.9999997851949004,low_vol,low_vol,0.0800783573406499,low
2025-12-11,-0.0056144963478799,0.0800783573406499,0.0823700961861744,0,low_vol,0.9999995025625978,1.1583309016620306e-18,4.974373969180286e-07,0.9999995025625978,1.1583309016620306e-18,4.974373969180286e-07,7.024471642030817e-06,0.9999995025616031,low_vol,low_vol,0.0796090162014832,low
2025-12-12,-0.0006845881710298,0.0796090162014832,0.0830046334946485,0,low_vol,0.9999996149469612,2.935666813524823e-18,3.850530399109552e-07,0.9999996149469612,2.935666813524823e-18,3.850530399109552e-07,5.52721891074791e-06,0.99999961494596,low_vol,low_vol,0.0793625813763965,low
2025-12-15,-0.0037270622001477,0.0793625813763965,0.0825987932424114,0,low_vol,0.9999988987629914,5.837410300757567e-15,1.1012369921498629e-06,0.9999988987629914,5.837410300757567e-15,1.1012369921498629e-06,1.475426744501502e-05,0.999998898762008,low_vol,low_vol,0.093897026494255,low
2025-12-16,0.014000769636167,0.093897026494255,0.0837199989834036,0,low_vol,0.9983580328428954,7.198200155934159e-13,0.0016419671563863,0.9983580328428954,7.198200155934159e-13,0.0016419671563863,0.01107641205118775,0.9983580328426143,low_vol,low_vol,0.0939231064191422,low
2025-12-17,-0.0005051485317942,0.0939231064191422,0.1255795769712875,2,normal,0.6238086494102526,1.0232264428358952e-10,0.376191350487431,0.6238086494102526,1.0232264428358952e-10,0.376191350487431,0.6027320039620055,0.6238086494102487,normal,uncertain,0.094723878123075,high
2025-12-18,0.0049818625927028,0.094723878123075,0.1221053783754902,2,normal,0.3568494177287396,1.6365957614991132e-08,0.6431505659052981,0.3568494177287396,1.6365957614991132e-08,0.6431505659052981,0.5930974950191596,0.6431505659053011,normal,uncertain,0.1041941620082758,mid
2025-12-19,-0.013710712276452,0.1041941620082758,0.1246829603989072,2,normal,0.0212379122086337,7.583739266976614e-07,0.9787613294174432,0.0212379122086337,7.583739266976614e-07,0.9787613294174432,0.09359985260857374,0.9787613294174398,normal,normal,0.1099735658720411,low
2025-12-22,-0.0101166845279147,0.1099735658720411,0.1368186081379959,2,normal,0.0011268504531627,2.6726196215796144e-06,0.9988704769272064,0.0011268504531627,2.6726196215796144e-06,0.9988704769272064,0.008021585593798697,0.9988704769272158,normal,normal,0.1066455374844332,low
2025-12-23,0.000777823638639,0.1066455374844332,0.1476703049215423,2,normal,5.756205574882315e-05,1.906328754141276e-07,0.9999422473113884,5.756205574882315e-05,1.906328754141276e-07,0.9999422473113884,0.0005667683700004571,0.9999422473113757,normal,normal,0.1015522701737287,low
2025-12-24,0.0014724726472109,0.1015522701737287,0.1455521587178176,2,normal,3.664169795476716e-05,5.897901474857018e-08,0.9999632993230192,3.664169795476716e-05,5.897901474857018e-08,0.9999632993230192,0.0003749748117620431,0.9999632993230305,normal,normal,0.0965016077458895,low
2025-12-25,0.0048812082758924,0.0965016077458895,0.1317121775166778,2,normal,0.0005273922841353,4.1370922385188374e-08,0.9994725663449326,0.0005273922841353,4.1370922385188374e-08,0.9994725663449326,0.004103837127279402,0.9994725663449423,normal,normal,0.0974694396337619,low
2025-12-26,-0.0079157327600953,0.0974694396337619,0.1128255028035061,2,normal,0.0012303986977988,1.408237087241818e-07,0.9987694604785002,0.0012303986977988,1.408237087241818e-07,0.9987694604785002,0.008625598100884965,0.9987694604784925,normal,normal,0.0974702828258447,low
2025-12-29,-0.0003338791252136,0.0974702828258447,0.120895876599287,2,normal,0.0012274776199333,4.748125938627565e-08,0.9987724748988106,0.0012274776199333,4.748125938627565e-08,0.9987724748988106,0.00860640436617993,0.9987724748988073,normal,normal,0.1053151228880984,low
2025-12-30,-0.0120148130809715,0.1053151228880984,0.1179770901612391,2,normal,0.0003578934368906,1.206763606400833e-06,0.9996408997995048,0.0003578934368906,1.206763606400833e-06,0.9996408997995048,0.0029268413844867514,0.999640899799503,normal,normal,0.1047276493097385,low
2025-12-31,-0.0034995420486833,0.1047276493097385,0.1456073759911125,2,normal,2.0566479523411117e-05,1.446338688563422e-07,0.9999792888866148,2.0566479523411117e-05,1.446338688563422e-07,0.9999792888866148,0.00022295314752177032,0.9999792888866077,normal,normal,0.1048380486654566,low
2026-01-01,-0.0027026644207059,0.1048380486654566,0.1398904371630679,2,normal,3.965307271165183e-05,1.418743021818237e-07,0.999960205052997,3.965307271165183e-05,1.418743021818237e-07,0.999960205052997,0.0004040813467160061,0.9999602050529861,normal,normal,0.099268430797008,low
2026-01-02,-0.0019108212144992,0.099268430797008,0.1398799558937999,2,normal,4.565534306606781e-05,6.257754835791828e-08,0.9999542820793876,4.565534306606781e-05,6.257754835791828e-08,0.9999542820793876,0.00045789779156253326,0.9999542820793856,normal,normal,0.0967042454045242,low
2026-01-05,-0.0034366474563846,0.0967042454045242,0.1330933367204877,2,normal,0.0001319575967972,7.632875568268422e-08,0.9998679660744424,0.0001319575967972,7.632875568268422e-08,0.9998679660744424,0.001194285987123583,0.9998679660744472,normal,normal,0.0981178506477905,low
2026-01-06,0.0027167381817945,0.0981178506477905,0.134615658026155,2,normal,0.0001399959189554,4.203671562845406e-08,0.9998599620443273,0.0001399959189554,4.203671562845406e-08,0.9998599620443273,0.001258907761540777,0.9998599620443289,normal,normal,0.1001803683321113,low
2026-01-07,-0.0077628860787479,0.1001803683321113,0.1371463229582648,2,normal,3.40748184907982e-05,1.6502164982301809e-07,0.9999657601598516,3.40748184907982e-05,1.6502164982301809e-07,0.9999657601598516,0.0003525742896985374,0.9999657601598594,normal,normal,0.1010154139515259,low
2026-01-08,-0.006588401329814,0.1010154139515259,0.1384056405557143,2,normal,2.8244873503352528e-05,1.3396041701934204e-07,0.9999716211660904,2.8244873503352528e-05,1.3396041701934204e-07,0.9999716211660904,0.0002970585409474841,0.9999716211660797,normal,normal,0.102820861775872,low
